X             Y             Z             A             B             C             Azimuth       Dip           M             K             Population    Number        Rugosity      Length        Height        Area          Set
61542.1155    9599.0391     906.9725      -0.4268       -0.8824       0.1981        205.81        78.57         4.4964        0.3009         284           4857         0.0145        0.6173        0.5428        0.3888        Set2
61542.4461    9598.9760     907.2722      -0.4978       -0.8562       0.1385        210.18        82.04         4.4725        0.7859         180           4866         0.0157        0.5885        0.4014        0.3024        Set2
61542.4376    9598.7959     906.2410      -0.6533       -0.7568       0.0184        220.80        88.95         5.4986        0.3197         145           4869         0.0076        0.3768        0.5466        0.2736        Set2
61544.1943    9598.6466     906.1573      0.3491        0.8899        0.2935        21.42         72.93         7.9135        0.3488         874           4931         0.0068        1.6632        0.9649        1.3968        Set2
61545.0786    9598.5167     905.4862      0.3824        0.8734        0.3014        23.65         72.46         5.8848        0.0879         197           4963         0.0054        0.5458        0.4464        0.3312        Set2
61545.8555    9598.3455     905.1893      0.3498        0.9030        0.2495        21.17         75.55         6.8079        0.1957         219           4975         0.0055        0.7571        0.4448        0.4752        Set2
61550.6169    9599.7808     905.8179      0.6784        0.7270        0.1065        43.02         83.89         6.5088        0.1282         319           5040         0.0078        0.9804        0.7708        0.7776        Set2
61550.5013    9599.8416     907.0002      0.6100        0.7816        0.1302        37.97         82.52         6.5866        0.4714         149           5043         0.0067        0.5925        0.7779        0.3888        Set2
61551.9441    9599.5209     905.7976      0.6404        0.7662        0.0529        39.89         86.97         5.6368        0.5521         86            5110         0.0069        0.2326        0.5208        0.2016        Set2
61553.8682    9599.5042     905.7365      0.7278        0.6802        0.0878        46.94         84.96         5.3351        0.0913         107           5126         0.0075        0.4379        0.5015        0.2736        Set2
