X             Y             Z             A             B             C             Azimuth       Dip           M             K             Population    Number        Rugosity      Length        Height        Area          Set
61433.6123    9559.8880     919.1824      0.6369        0.7553        0.1544        40.14         81.12         4.1350        1.0555         1832          267          0.0163        0.6626        0.2393        0.2592        Set2
61433.5886    9560.1943     919.9678      -0.5559       -0.8311       0.0185        213.78        88.94         3.9417        0.3577         1894          271          0.0126        0.5388        0.4397        0.2880        Set2
61433.5235    9561.4708     924.3259      0.6110        0.7913        0.0245        37.67         88.60         4.2099        0.1610         443           294          0.0086        0.2540        0.4209        0.1728        Set2
61433.8113    9559.6751     918.0280      0.6018        0.7973        0.0459        37.05         87.37         4.7819        0.9770         2496          446          0.0118        0.3935        0.7212        0.2448        Set2
61433.8812    9564.0525     922.6166      -0.7120       -0.6766       0.1878        226.46        79.17         5.2765        0.1520         582           529          0.0072        0.4466        0.4339        0.2736        Set2
61434.0959    9559.6110     918.8142      -0.5947       -0.8012       0.0661        216.59        86.21         3.5669        0.6012         4530          571          0.0255        0.5223        0.7734        0.5328        Set2
61434.0435    9564.5216     923.6798      -0.6621       -0.7249       0.1904        222.41        79.03         5.9217        0.5231         696           633          0.0082        0.5638        0.7175        0.4032        Set2
61434.6525    9555.3568     920.3797      -0.5716       -0.8205       0.0039        214.86        89.78         5.4961        0.0985         38036         649          0.0163        1.6336        1.1516        1.9440        Set2
61434.1084    9557.6525     920.0602      0.2134        0.9761        0.0417        12.34         87.61         7.8048        1.5972         2358          656          0.0058        0.4589        1.2591        0.3168        Set2
61434.6108    9555.0238     918.7852      -0.6776       -0.7271       0.1098        222.98        83.70         6.2180        0.1130         38033         686          0.0131        1.3881        1.5310        2.1600        Set2
61434.2668    9559.3048     918.5557      -0.6507       -0.7249       0.2261        221.91        76.93         3.7777        0.2966         3056          711          0.0157        0.4479        0.6381        0.3024        Set2
61434.2370    9572.9688     919.1011      -0.7343       -0.6788       0.0052        227.25        89.70         5.8228        0.6697         1752          727          0.0067        0.3454        0.6192        0.2448        Set2
61434.2437    9556.5745     920.1778      0.5183        0.8551        0.0114        31.22         89.35         4.5728        1.0335         895           746          0.0106        0.2416        0.6067        0.2016        Set2
61434.7975    9557.5709     923.8220      -0.5969       -0.5595       0.5751        226.85        54.89         4.4124        0.1023         303           890          0.0066        0.3247        0.2614        0.1584        Set2
61434.7934    9570.6448     921.2939      -0.6226       -0.6697       0.4049        222.91        66.12         6.1387        0.4544         247           913          0.0053        0.4470        0.3561        0.2016        Set2
61435.0483    9570.3078     924.2531      0.4298        0.8488        0.3078        26.86         72.07         7.0290        0.4473         2205          962          0.0046        0.3409        0.7464        0.3744        Set2
61435.2489    9556.9970     923.7051      -0.6745       -0.6967       0.2445        224.07        75.85         3.8089        0.1468         1174          985          0.0159        0.6857        0.4921        0.4464        Set2
61435.3519    9556.8974     923.0296      -0.5400       -0.8323       0.1253        212.97        82.80         3.9026        0.1808         333           1104         0.0111        0.3734        0.4604        0.2016        Set2
61435.5830    9554.4620     919.6329      -0.5248       -0.8231       0.2173        212.52        77.45         5.1405        1.5741         522           1244         0.0083        0.4276        0.2700        0.1584        Set2
61435.8276    9546.5264     918.3103      0.6328        0.7717        0.0634        39.35         86.37         6.0834        0.4112         1407          1274         0.0072        0.6580        0.5387        0.3600        Set2
61435.6619    9553.4933     918.4893      0.2615        0.9652        0.0084        15.16         89.52         5.9164        1.0792         539           1299         0.0097        0.2435        0.8929        0.2736        Set2
61435.9970    9548.4105     921.1862      0.6330        0.7741        0.0064        39.28         89.63         6.5487        0.4502         3674          1360         0.0095        0.7194        1.3643        1.0080        Set2
61435.9761    9552.5074     922.3026      0.6574        0.7525        0.0392        41.14         87.75         5.5473        0.2354         1515          1368         0.0086        0.4530        0.7400        0.3888        Set2
61435.8992    9573.5246     925.8279      0.4644        0.8323        0.3025        29.16         72.39         5.4773        0.5281         3276          1376         0.0112        0.4810        1.4023        0.6192        Set2
61435.9769    9548.5443     920.4463      0.5274        0.8465        0.0732        31.93         85.80         5.2901        0.2852         574           1398         0.0058        0.4600        0.3364        0.2160        Set2
61436.5916    9539.1665     917.6187      -0.6557       -0.6820       0.3241        223.87        71.09         6.1932        0.1856         5468          1506         0.0121        1.0265        1.2819        1.2960        Set2
61436.4662    9546.4495     919.6462      0.4733        0.8541        0.2155        28.99         77.55         5.0036        0.3366         247           1551         0.0057        0.2679        0.3888        0.1584        Set2
61436.9270    9538.5744     916.4122      -0.4926       -0.8702       0.0109        209.51        89.37         5.0425        0.6702         193           1654         0.0072        0.2883        0.4254        0.1584        Set2
61437.0004    9538.4958     917.1292      -0.6936       -0.6937       0.1940        225.00        78.81         5.1083        0.1379         1482          1655         0.0106        0.6310        0.6970        0.4464        Set2
61436.9199    9545.1923     920.5856      0.5146        0.8451        0.1450        31.34         81.66         5.0627        0.2160         718           1657         0.0077        0.3880        0.4835        0.2016        Set2
61436.8786    9545.3208     919.7930      -0.7641       -0.6333       0.1229        230.35        82.94         4.0028        1.8273         691           1658         0.0239        0.5303        0.6709        0.2880        Set2
61437.0458    9546.3986     920.4328      0.4541        0.8908        0.0176        27.01         88.99         5.8433        0.7276         235           1705         0.0067        0.2733        0.5944        0.1728        Set2
61437.0225    9546.5570     921.7211      -0.5699       -0.8132       0.1179        215.02        83.23         5.4031        1.0275         415           1706         0.0078        0.3866        0.4350        0.1872        Set2
61437.3441    9538.0778     918.3460      -0.7209       -0.6930       0.0055        226.13        89.68         6.7561        0.3300         3137          1717         0.0119        1.4738        0.9465        1.3536        Set2
61437.2931    9546.5260     921.9908      -0.5897       -0.8042       0.0742        216.25        85.75         4.8465        0.7493         680           1761         0.0189        0.7673        0.7112        0.4608        Set2
61437.2588    9543.6581     921.3320      -0.4391       -0.8984       0.0072        206.05        89.59         5.8722        0.4607         396           1778         0.0075        0.3296        0.7575        0.2736        Set2
61437.4292    9537.1305     916.6091      0.5794        0.8109        0.0824        35.55         85.27         5.4502        0.2797         1676          1795         0.0061        0.2935        0.4846        0.2160        Set2
61437.4717    9538.0549     919.3181      -0.6743       -0.7085       0.2082        223.58        77.98         5.5447        0.6688         970           1798         0.0140        0.3976        1.0003        0.5616        Set2
61437.4590    9533.9898     915.7228      -0.3423       -0.6640       0.6648        207.27        48.34         5.8840        0.5189         1824          1816         0.0067        0.5648        0.2592        0.2448        Set2
61437.7922    9536.5919     917.7917      -0.5600       -0.8243       0.0833        214.19        85.22         5.7580        0.2492         9413          1821         0.0122        0.6570        1.3447        0.9504        Set2
61437.5528    9546.4364     922.0941      0.4989        0.8590        0.1152        30.15         83.39         4.5879        0.1680         431           1840         0.0118        0.4536        0.5395        0.2880        Set2
61437.8910    9533.4748     916.5828      -0.6313       -0.7731       0.0618        219.24        86.46         6.2833        0.1778         21464         1874         0.0098        0.9522        1.3375        1.2096        Set2
61437.7821    9533.6321     915.7100      -0.4926       -0.7704       0.4049        212.59        66.12         3.8417        0.5682         2202          1876         0.0284        0.7850        0.5074        0.4896        Set2
61437.6816    9533.8556     917.2742      -0.6837       -0.7247       0.0860        223.33        85.06         6.1264        0.4463         6783          1877         0.0084        0.4348        0.9131        0.4176        Set2
61437.7293    9537.6355     918.9391      -0.6782       -0.7324       0.0606        222.80        86.53         5.6891        0.6345         559           1934         0.0064        0.2704        0.5434        0.1872        Set2
61438.0070    9538.2871     920.0438      0.3483        0.9341        0.0790        20.45         85.47         5.0827        0.0639         839           1958         0.0072        0.3797        0.4347        0.2304        Set2
61437.9440    9539.4165     921.4176      -0.5316       -0.6904       0.4908        217.60        60.61         4.4529        0.7104         220           1962         0.0111        0.2783        0.4420        0.2016        Set2
61438.0197    9539.1867     921.0308      -0.6346       -0.6315       0.4455        225.14        63.54         4.8255        0.2220         450           1983         0.0100        0.4979        0.4186        0.2880        Set2
61438.3793    9532.5273     916.1657      -0.6741       -0.7381       0.0281        222.40        88.39         6.1468        0.0728         23314         1991         0.0124        1.3358        1.3467        1.8720        Set2
61438.2310    9532.9001     915.4644      -0.5766       -0.5419       0.6115        226.78        52.30         5.0821        0.7247         498           2012         0.0084        0.5477        0.2083        0.2016        Set2
61438.3281    9536.1274     918.2046      -0.6907       -0.7009       0.1781        224.58        79.74         5.9188        0.4775         8527          2034         0.0180        1.2901        1.4975        1.3104        Set2
61438.5501    9532.1425     915.0312      -0.5716       -0.6499       0.5009        221.33        59.94         4.0839        0.6096         1363          2058         0.0162        0.6552        0.3763        0.3456        Set2
61438.7053    9532.4539     917.2895      -0.4736       -0.5715       0.6702        219.65        47.92         4.9039        1.4513         239           2110         0.0104        0.5350        0.1602        0.2016        Set2
61439.7524    9530.9403     915.4530      0.5872        0.8076        0.0554        36.02         86.82         6.3757        0.2471         62354         2130         0.0176        2.5173        1.9029        3.5856        Set2
61438.8466    9534.5561     918.3228      0.3888        0.9038        0.1785        23.28         79.72         5.7220        0.5170         1972          2138         0.0070        0.5039        0.4210        0.2016        Set2
61438.7636    9535.2386     918.6337      0.3832        0.9129        0.1409        22.77         81.90         5.2067        0.2264         1396          2139         0.0063        0.3014        0.4386        0.1728        Set2
61439.3118    9531.7112     916.6840      -0.3906       -0.7350       0.5543        207.99        56.34         4.7202        1.9396         3660          2173         0.0311        1.4401        0.4079        0.7344        Set2
61439.5752    9532.3031     917.4217      -0.6865       -0.7176       0.1174        223.73        83.26         4.9447        1.0028         1512          2259         0.0135        0.7755        0.2795        0.2880        Set2
61440.0220    9531.8730     917.0792      -0.4591       -0.7747       0.4348        210.65        64.23         4.1480        2.5477         469           2300         0.0122        0.4912        0.1753        0.1584        Set2
61440.4102    9531.7632     918.4481      0.4993        0.8567        0.1294        30.23         82.56         5.0523        0.6883         33651         2309         0.0368        1.1578        2.0183        1.9728        Set2
61440.3340    9532.2766     919.8445      -0.6593       -0.7509       0.0379        221.28        87.83         5.3233        0.6706         1530          2333         0.0086        0.2289        0.6912        0.3168        Set2
61440.6757    9531.7538     919.4181      -0.6841       -0.6801       0.2636        225.17        74.72         5.4361        0.9823         1129          2387         0.0074        0.5846        0.1601        0.1872        Set2
61440.9858    9531.6889     917.6053      0.4616        0.8565        0.2311        28.32         76.64         5.7348        0.3604         13205         2396         0.0148        1.0276        1.1388        0.9504        Set2
61441.1685    9530.3592     915.5272      -0.5324       -0.8332       0.1492        212.58        81.42         4.1357        0.2909         4957          2413         0.0185        0.5068        0.7232        0.4464        Set2
61441.4477    9529.6547     914.7929      0.5178        0.8554        0.0075        31.19         89.57         5.6362        0.7447         2789          2452         0.0135        0.8270        0.6680        0.4032        Set2
61441.6084    9530.9775     918.3319      0.5261        0.8090        0.2624        33.04         74.79         5.2272        0.3646         7293          2457         0.0154        1.0071        0.5470        0.6768        Set2
61441.8237    9531.3026     917.5126      0.4671        0.8101        0.3544        29.97         69.24         5.6015        0.2718         20929         2462         0.0180        1.4407        1.0222        1.4256        Set2
61442.4073    9530.9298     919.0130      -0.5464       -0.7533       0.3661        215.95        68.53         5.7172        0.5652         50280         2488         0.0393        3.1760        2.2661        4.3056        Set2
61442.6022    9530.1179     916.4767      0.3921        0.8910        0.2290        23.75         76.76         4.4621        0.3034         876           2610         0.0101        0.4548        0.3980        0.2160        Set2
61442.7514    9529.9294     916.7698      0.3609        0.9300        0.0693        21.21         86.03         4.3039        0.4999         1327          2619         0.0106        0.4194        0.2704        0.1584        Set2
61442.8202    9530.1604     915.8108      -0.3307       -0.8103       0.4838        202.20        61.07         4.0676        0.8232         1064          2630         0.0146        0.5112        0.2794        0.2016        Set2
61443.0762    9529.3514     914.7272      -0.3193       -0.8672       0.3822        200.22        67.53         5.1339        0.3693         1562          2636         0.0106        0.6153        0.3964        0.3024        Set2
61443.3354    9530.0219     916.0429      -0.4622       -0.6112       0.6425        217.10        50.02         4.3787        0.3774         1128          2661         0.0099        0.4320        0.2474        0.1584        Set2
61443.5041    9529.6045     915.1272      -0.5218       -0.8198       0.2360        212.48        76.35         5.3069        0.4196         3503          2666         0.0099        0.7536        0.4835        0.4464        Set2
61443.7036    9530.8709     919.1889      0.4968        0.8347        0.2376        30.76         76.26         4.0368        0.8834         649           2709         0.0088        0.3817        0.2451        0.1584        Set2
61451.7416    9532.0201     914.8974      0.6757        0.6086        0.4160        47.99         65.42         5.1275        0.0216         694           2931         0.0079        0.5779        0.4240        0.3456        Set2
61453.3485    9532.1451     913.9415      -0.3545       -0.8407       0.4092        202.87        65.85         4.0827        0.4296         1080          2960         0.0117        0.3988        0.2855        0.1728        Set2
61453.5486    9532.2304     914.1065      -0.6091       -0.7924       0.0327        217.55        88.12         3.7006        0.9898         959           2965         0.0154        0.5163        0.2938        0.2160        Set2
61453.8664    9533.6049     915.7499      0.6525        0.6395        0.4065        45.58         66.02         6.2422        0.3827         2622          2970         0.0079        0.9484        0.4334        0.5904        Set2
61454.1351    9532.2850     914.1943      -0.3374       -0.7336       0.5899        204.70        53.85         4.6663        0.9849         838           2995         0.0086        0.4345        0.2028        0.1584        Set2
61454.2283    9533.3954     915.4196      0.6588        0.6464        0.3849        45.54         67.36         5.5224        0.2333         1857          3002         0.0077        0.4176        0.5814        0.3888        Set2
61455.3041    9533.1276     914.4566      0.6618        0.6497        0.3741        45.53         68.03         5.4431        0.2812         1669          3018         0.0075        0.4717        0.3697        0.2304        Set2
61457.9631    9534.8197     913.8040      -0.5605       -0.8037       0.2000        214.89        78.46         4.3849        0.6416         794           3058         0.0129        0.2916        0.5303        0.2016        Set2
61458.0204    9534.8084     913.4215      -0.6750       -0.7121       0.1932        223.47        78.86         4.7635        1.3668         371           3059         0.0094        0.1368        0.5076        0.1872        Set2
61461.2978    9537.4924     913.2634      0.5263        0.7222        0.4488        36.09         63.33         5.5347        0.6497         627           3101         0.0071        0.5895        0.2864        0.2304        Set2
61464.3747    9540.3840     912.4943      -0.4852       -0.7768       0.4015        211.99        66.33         4.6188        0.2648         1090          3154         0.0064        0.2368        0.3093        0.1584        Set2
61467.6037    9544.8282     913.6107      0.4271        0.7349        0.5268        30.16         58.21         6.0282        0.4300         3677          3212         0.0129        0.8208        1.0816        1.0224        Set2
61468.2647    9544.8921     913.7957      0.4481        0.7478        0.4899        30.93         60.66         6.2398        0.4438         4387          3221         0.0127        0.6856        1.2716        0.9648        Set2
61470.8504    9548.3911     914.3060      0.6866        0.7003        0.1952        44.43         78.74         7.2515        1.4407         867           3262         0.0051        0.1717        0.8765        0.3168        Set2
61474.4550    9550.6019     912.1491      0.5308        0.8475        0.0001        32.06         90.00         6.1539        1.3148         4082          3288         0.0152        0.7689        1.3769        0.6912        Set2
61476.0633    9553.4765     911.8848      0.5990        0.7970        0.0779        36.93         85.53         5.6006        0.7544         418           3304         0.0084        0.4602        0.5327        0.2448        Set2
61476.3219    9552.9020     911.8133      0.6195        0.7268        0.2966        40.44         72.75         5.8213        0.3041         412           3312         0.0052        0.3338        0.4603        0.2016        Set2
61478.8384    9557.1944     912.2948      0.6959        0.6972        0.1722        44.95         80.09         5.7955        0.3977         386           3338         0.0060        0.4211        0.5094        0.2304        Set2
61479.0844    9557.3720     913.3429      -0.5275       -0.7481       0.4025        215.19        66.27         4.5328        0.3717         551           3342         0.0086        0.3642        0.3343        0.1728        Set2
61479.9873    9557.8536     912.3662      0.4811        0.8410        0.2475        29.77         75.67         3.1794        1.3328         2193          3364         0.0401        0.5704        0.9254        0.5040        Set2
61482.4084    9560.6636     912.5986      -0.2778       -0.7442       0.6075        200.47        52.59         4.9810        0.5543         1635          3398         0.0132        0.5467        0.6514        0.4320        Set2
61488.3091    9564.2457     911.5448      0.5528        0.8186        0.1561        34.03         81.02         6.5348        0.4562         5509          3526         0.0098        1.3724        0.6312        0.9216        Set2
61490.9288    9566.5792     910.9779      0.5975        0.7730        0.2129        37.70         77.71         7.3258        0.5144         7733          3569         0.0080        0.8292        1.5373        0.8352        Set2
61493.1272    9568.5452     910.5836      -0.3846       -0.8511       0.3573        204.32        69.07         3.4273        0.1878         1069          3587         0.0126        0.3404        0.2878        0.1728        Set2
61495.3423    9571.0727     911.5612      0.4879        0.8463        0.2139        29.97         77.65         4.2706        0.2007         4945          3605         0.0223        0.7114        1.1767        0.7776        Set2
61495.1247    9571.0503     911.9471      0.7107        0.6995        0.0749        45.45         85.71         4.8663        0.2762         823           3606         0.0084        0.3559        0.5345        0.2160        Set2
61495.5912    9571.0938     909.8724      -0.2917       -0.9550       0.0528        196.99        86.97         6.7865        0.3923         1769          3611         0.0075        0.5907        0.8354        0.4176        Set2
61495.9026    9570.9963     911.3278      0.2964        0.8781        0.3757        18.65         67.93         4.7442        0.8171         1439          3638         0.0109        0.5403        0.3460        0.2592        Set2
61496.7742    9570.9358     909.3202      -0.2946       -0.9522       0.0801        197.19        85.40         6.1291        0.3349         948           3680         0.0066        0.7619        0.4571        0.4032        Set2
61497.1148    9571.7207     909.9059      -0.6862       -0.7202       0.1025        223.62        84.12         4.7369        0.5082         457           3689         0.0077        0.2998        0.3248        0.1584        Set2
61497.4626    9570.7226     909.0110      -0.3067       -0.9518       0.0063        197.86        89.64         5.9945        0.5602         463           3695         0.0066        0.4609        0.3830        0.2448        Set2
61498.4537    9572.5750     910.2738      -0.2869       -0.9574       0.0329        196.68        88.11         6.4250        0.2998         2949          3710         0.0127        1.2288        1.3751        1.1088        Set2
61502.8161    9575.3452     910.7342      0.6674        0.7253        0.1686        42.62         80.29         4.7904        0.5139         617           3800         0.0128        0.6583        0.3942        0.3024        Set2
61505.1391    9577.9881     911.2123      0.5209        0.7647        0.3793        34.26         67.71         4.5705        0.8908         127           3826         0.0089        0.4580        0.1490        0.1584        Set2
61505.8551    9577.8587     910.2750      0.3274        0.9224        0.2048        19.54         78.18         6.9645        0.5694         500           3835         0.0065        0.5203        0.8406        0.4176        Set2
61506.4597    9578.8430     910.1282      0.4882        0.8511        0.1931        29.84         78.87         5.2702        0.3262         2836          3841         0.0209        1.1616        1.0809        1.2240        Set2
61513.4648    9586.7612     909.6286      0.4436        0.8957        0.0301        26.34         88.27         4.7258        0.2066         2512          3893         0.0095        0.5030        0.4054        0.2736        Set2
61520.5954    9599.5119     909.3430      -0.4782       -0.6707       0.5670        215.49        55.46         5.9846        0.6166         252           3950         0.0063        0.5918        0.2231        0.2592        Set2
61521.0949    9598.8774     908.8627      -0.5550       -0.8252       0.1052        213.92        83.96         5.5137        1.1241         558           3964         0.0092        0.6289        0.1934        0.1872        Set2
61521.2907    9599.8708     909.8756      -0.4083       -0.7605       0.5049        208.23        59.68         4.9091        1.2351         227           3970         0.0121        0.6168        0.2586        0.2592        Set2
61521.4376    9599.1608     909.2017      0.6213        0.7764        0.1052        38.67         83.96         4.2309        0.6502         306           3974         0.0098        0.3881        0.1729        0.1584        Set2
61521.6134    9600.3494     910.2171      -0.3606       -0.8882       0.2849        202.10        73.45         5.0839        2.0761         340           3986         0.0130        0.6537        0.3046        0.2592        Set2
61522.2516    9598.5109     907.6221      -0.2699       -0.9620       0.0417        195.68        87.61         3.0727        0.5792         558           4011         0.0305        0.5304        0.6408        0.3744        Set2
61522.6974    9598.4239     907.2779      0.3304        0.8685        0.3695        20.83         68.31         5.5788        0.4988         217           4037         0.0078        0.6470        0.3680        0.2592        Set2
61522.5273    9598.5822     908.0330      -0.5303       -0.6639       0.5273        218.61        58.18         5.5284        0.3996         329           4038         0.0075        0.4743        0.3393        0.2016        Set2
61523.0088    9598.7694     908.4069      -0.4713       -0.7110       0.5218        213.54        58.55         3.8609        0.0418         116           4060         0.0098        0.3172        0.2329        0.1728        Set2
61523.3099    9598.5640     908.2228      -0.4539       -0.8055       0.3811        209.40        67.60         4.6810        0.7817         177           4082         0.0121        0.5828        0.3647        0.2592        Set2
61524.1100    9597.4234     906.8396      -0.2998       -0.9495       0.0924        197.53        84.70         5.4176        0.6032         56            4116         0.0056        0.1989        0.3946        0.1584        Set2
61524.6991    9600.0561     909.0397      -0.3968       -0.8926       0.2140        203.97        77.65         5.7931        0.8370         138           4156         0.0062        0.1897        0.4718        0.1584        Set2
61525.0561    9602.7784     911.6855      -0.6035       -0.7803       0.1641        217.72        80.55         4.4721        0.6982         77            4167         0.0105        0.3995        0.2057        0.1584        Set2
61525.5761    9600.3450     909.2340      -0.6941       -0.7109       0.1131        224.32        83.51         5.8872        0.7905         387           4178         0.0124        0.4849        1.0621        0.5616        Set2
61525.9329    9599.8560     908.9279      -0.7025       -0.6763       0.2215        226.09        77.20         6.1047        0.0774         908           4196         0.0102        1.0460        1.0604        1.0080        Set2
61526.1198    9599.4090     908.2896      -0.6294       -0.7554       0.1821        219.80        79.51         4.3997        0.0366         140           4213         0.0079        0.3714        0.4100        0.1728        Set2
61526.2592    9599.4333     908.7509      -0.7044       -0.6661       0.2453        226.60        75.80         6.3591        0.4320         108           4216         0.0052        0.2573        0.6003        0.2304        Set2
61526.5827    9599.1207     908.5092      -0.6768       -0.6904       0.2555        224.43        75.20         5.8129        0.3474         497           4236         0.0100        0.6501        0.9028        0.5472        Set2
61527.0297    9598.7011     907.8486      -0.4356       -0.8403       0.3227        207.40        71.17         5.2576        0.5443         1304          4245         0.0124        0.7917        0.4679        0.4176        Set2
61527.1991    9598.9310     908.2614      -0.6232       -0.6942       0.3603        221.92        68.88         4.6379        0.2588         486           4252         0.0086        0.4177        0.2654        0.1728        Set2
61527.6032    9598.6021     907.8082      -0.5271       -0.7377       0.4219        215.55        65.05         4.5603        0.3784         289           4267         0.0084        0.2373        0.3961        0.1728        Set2
61528.0101    9598.5786     908.3934      0.5440        0.8360        0.0717        33.05         85.89         4.8213        0.4126         147           4275         0.0104        0.4346        0.2896        0.2160        Set2
61528.2458    9598.3364     908.1507      -0.3877       -0.7822       0.4877        206.37        60.81         2.8802        0.2121         309           4289         0.0167        0.3641        0.3099        0.1728        Set2
61529.4384    9597.9630     908.0515      0.6381        0.7629        0.1042        39.91         84.02         4.5447        0.5971         268           4319         0.0090        0.3763        0.3269        0.1584        Set2
61529.7058    9598.5921     907.6240      -0.6173       -0.7255       0.3044        220.39        72.28         4.4042        0.1500         521           4348         0.0096        0.4948        0.2983        0.1728        Set2
61530.0658    9598.0389     907.2235      -0.6106       -0.7920       0.0031        217.63        89.82         4.3771        0.9239         299           4363         0.0101        0.4681        0.2085        0.1584        Set2
61530.2404    9598.3121     907.8241      -0.5380       -0.8393       0.0781        212.66        85.52         4.1648        0.1420         586           4370         0.0118        0.4265        0.4239        0.2304        Set2
61530.4034    9597.7668     907.0952      -0.5242       -0.8512       0.0256        211.63        88.53         4.2702        0.1175         877           4376         0.0115        0.4633        0.4339        0.2736        Set2
61530.8022    9598.5092     907.9787      -0.4950       -0.7446       0.4478        213.61        63.40         4.5078        0.6999         274           4404         0.0117        0.4073        0.2943        0.1584        Set2
61530.9366    9597.6969     906.9390      -0.6159       -0.7783       0.1225        218.36        82.96         5.1494        0.3487         646           4412         0.0100        0.6400        0.3458        0.2736        Set2
61531.6259    9598.5968     908.3317      -0.4606       -0.8867       0.0405        207.45        87.68         5.7285        0.0389         3454          4445         0.0110        0.9310        0.9211        1.0368        Set2
61531.3986    9598.3685     907.6180      -0.3486       -0.9088       0.2294        200.99        76.74         4.6188        1.2724         148           4454         0.0093        0.3414        0.2959        0.1584        Set2
61533.2509    9599.1586     908.8973      -0.4411       -0.8937       0.0819        206.27        85.30         5.0903        0.1211         1054          4564         0.0107        0.7507        0.6276        0.5760        Set2
61533.2258    9597.0220     905.9623      -0.3715       -0.8875       0.2727        202.72        74.17         4.7855        0.1244         213           4572         0.0080        0.3680        0.4911        0.2016        Set2
61533.6318    9598.9119     908.2254      0.5175        0.8511        0.0884        31.30         84.93         6.1015        1.3508         466           4590         0.0093        0.8031        0.1910        0.3456        Set2
61533.7637    9598.4015     907.6488      -0.4360       -0.8808       0.1846        206.33        79.36         4.6596        0.3103         727           4598         0.0135        0.7101        0.3988        0.3312        Set2
61534.0376    9597.1844     906.2171      0.4439        0.8597        0.2527        27.31         75.36         5.1931        0.6372         363           4610         0.0109        0.6230        0.2786        0.2448        Set2
61534.7549    9599.2057     908.5721      0.4203        0.8787        0.2263        25.56         76.92         5.7421        0.0085         2486          4636         0.0096        0.8997        0.8521        0.8928        Set2
61535.2920    9598.8163     907.8464      -0.6973       -0.7032       0.1390        224.76        82.01         5.8369        0.0220         1154          4665         0.0087        0.7656        0.7659        0.7200        Set2
61535.6597    9598.8684     908.3134      0.3827        0.8810        0.2780        23.48         73.86         5.9244        0.2906         391           4686         0.0060        0.5669        0.2874        0.2160        Set2
61536.1073    9597.7881     906.2746      0.6719        0.7345        0.0952        42.45         84.53         5.5973        0.4875         206           4710         0.0072        0.5596        0.2992        0.2160        Set2
61538.6763    9599.1204     907.7127      0.7386        0.6729        0.0409        47.67         87.66         5.9522        0.4175         122           4758         0.0063        0.3536        0.5379        0.2160        Set2
61539.1704    9598.4286     907.0686      -0.7237       -0.6822       0.1048        226.69        83.99         5.2972        0.1986         123           4789         0.0072        0.6191        0.3726        0.2592        Set2
61540.3846    9598.4569     907.0224      -0.4829       -0.8645       0.1393        209.19        81.99         5.8275        0.4720         222           4843         0.0074        0.5035        0.5223        0.2880        Set2
61541.8421    9599.2670     907.3620      0.7051        0.7085        0.0312        44.86         88.21         4.8982        0.0892         303           4852         0.0094        0.5222        0.4922        0.4032        Set2
