X             Y             Z             A             B             C             Azimuth       Dip           M             K             Population    Number        Rugosity      Length        Height        Area          Set
61433.3088    9560.1194     922.1066      0.9560        0.2925        0.0199        72.99         88.86         5.1523        0.2173         6830          293          0.0131        0.9396        0.5699        0.5184        Set5
61433.3090    9560.4321     921.5478      0.9482        0.3174        0.0112        71.49         89.36         3.6698        0.1857         3989          297          0.0175        0.4894        0.5964        0.3744        Set5
61433.2074    9560.6252     922.5341      -0.8851       -0.3743       0.2766        247.08        73.94         4.3188        0.4072         665           299          0.0098        0.4600        0.2605        0.1584        Set5
61433.4683    9560.3208     922.9422      -0.9001       -0.4194       0.1177        245.01        83.24         4.1757        0.2262         12623         314          0.0301        1.2205        1.0193        1.2384        Set5
61433.2762    9561.3604     921.9936      -0.8734       -0.4283       0.2318        243.88        76.60         4.0028        0.8303         1594          335          0.0189        0.5841        0.5019        0.2880        Set5
61433.2797    9564.0995     918.9754      0.8531        0.5081        0.1188        59.22         83.18         6.1651        0.8837         829           383          0.0083        0.5345        0.8463        0.3600        Set5
61433.3732    9564.8586     925.4721      -0.8784       -0.2753       0.3907        252.60        67.00         4.1975        1.0131         335           391          0.0138        0.4087        0.4442        0.1872        Set5
61433.3502    9565.0622     919.8247      -0.9249       -0.2927       0.2428        252.44        75.95         4.0121        0.0907         4719          393          0.0265        1.0149        1.0006        0.8352        Set5
61433.2820    9565.3824     919.0873      0.8521        0.4988        0.1584        59.65         80.89         4.8447        0.5347         1865          398          0.0137        0.4942        0.7007        0.3312        Set5
61433.4347    9565.2791     923.2522      0.9034        0.4283        0.0205        64.63         88.83         4.4968        0.3819         8947          404          0.0251        1.3674        1.0913        1.2528        Set5
61433.3265    9565.5977     924.0462      -0.7842       -0.6137       0.0915        231.95        84.75         6.2757        0.5904         1661          406          0.0077        0.8723        0.2682        0.4464        Set5
61433.7439    9565.0374     924.0243      -0.8261       -0.5550       0.0975        236.10        84.40         6.1975        0.5839         5455          408          0.0152        1.9213        0.6810        1.3968        Set5
61433.3105    9567.9725     918.7988      -0.8960       -0.4218       0.1384        244.79        82.05         4.5527        0.7099         5083          419          0.0233        0.7393        1.0161        0.6336        Set5
61433.2982    9568.1617     919.8738      -0.8456       -0.3445       0.4078        247.84        65.93         5.0613        0.1253         1642          425          0.0053        0.3295        0.3344        0.1584        Set5
61433.2850    9568.9050     919.7951      0.7890        0.2982        0.5372        69.30         57.51         3.6611        0.2130         821           439          0.0128        0.4011        0.2943        0.2160        Set5
61433.4161    9568.9831     920.7119      -0.8805       -0.3047       0.3631        250.91        68.71         2.5946        0.3080         3328          441          0.0357        0.7973        0.5429        0.5184        Set5
61433.7239    9558.5532     922.9571      0.7028        0.7100        0.0441        44.71         87.47         4.6888        0.1852         9693          466          0.0200        1.1782        0.9058        0.9648        Set5
61433.8706    9557.9563     920.7605      0.9338        0.3476        0.0852        69.58         85.11         5.0829        0.1527         69664         467          0.0429        3.0482        2.2228        4.6800        Set5
61433.4075    9559.1896     921.7911      -0.8539       -0.4406       0.2769        242.71        73.92         4.8284        0.3150         4425          468          0.0137        0.7040        0.5577        0.4608        Set5
61433.3833    9559.9171     921.2337      0.9683        0.2475        0.0351        75.66         87.99         4.9936        0.2482         6418          473          0.0134        0.7003        0.7414        0.5184        Set5
61433.4100    9560.6070     918.6979      0.9469        0.2489        0.2037        75.27         78.25         5.2003        0.4341         6752          479          0.0195        0.7965        1.4302        0.9072        Set5
61433.4049    9560.7177     920.7182      0.9362        0.3021        0.1796        72.11         79.65         4.6940        0.6792         5385          489          0.0170        0.5710        0.7710        0.4464        Set5
61433.3975    9564.5693     918.3278      0.9441        0.2221        0.2435        76.76         75.91         4.3375        0.4048         694           614          0.0115        0.4446        0.3205        0.1728        Set5
61433.3518    9564.9021     918.8494      -0.8853       -0.4636       0.0375        242.36        87.85         5.2669        1.1779         1777          618          0.0165        0.4970        0.9592        0.4608        Set5
61433.3469    9564.7988     920.5451      0.9673        0.2399        0.0829        76.07         85.24         4.8705        0.3455         731           619          0.0077        0.2783        0.4361        0.1728        Set5
61433.5950    9564.5109     922.4477      -0.8826       -0.4440       0.1546        243.30        81.10         5.0606        0.0593         14155         624          0.0219        1.4636        1.4385        2.0592        Set5
61433.3121    9565.6738     920.6891      -0.9281       -0.3712       0.0280        248.20        88.39         4.4012        0.6298         780           651          0.0098        0.4670        0.2979        0.1872        Set5
61433.3905    9566.5093     925.5563      0.9536        0.1678        0.2500        80.02         75.52         5.5238        0.2350         2661          671          0.0119        0.8434        0.6365        0.5472        Set5
61433.4407    9566.3810     923.0380      -0.9710       -0.2368       0.0328        256.30        88.12         4.6705        0.2220         9980          672          0.0249        1.2619        0.9349        1.0224        Set5
61433.5264    9559.1943     920.6373      0.9635        0.1002        0.2483        84.06         75.62         4.3791        0.2662         7906          744          0.0240        1.0064        0.7219        0.7920        Set5
61433.5611    9560.0402     917.9492      -0.8374       -0.4390       0.3257        242.34        70.99         3.8959        0.3780         7838          760          0.0291        0.9938        0.5823        0.6912        Set5
61433.7036    9560.1341     918.8621      0.8103        0.3532        0.4676        66.45         62.12         4.7632        0.2783         10859         778          0.0171        0.8305        0.8605        0.7920        Set5
61433.4177    9564.4271     921.3177      0.9594        0.2701        0.0814        74.28         85.33         5.1597        0.3655         2741          881          0.0159        0.6352        1.0645        0.6336        Set5
61433.4412    9564.5096     924.5691      0.9456        0.3244        0.0248        71.07         88.58         4.5636        1.1091         437           890          0.0104        0.4005        0.1776        0.1584        Set5
61433.4362    9565.1561     925.7925      -0.8000       -0.3100       0.5137        248.82        59.09         5.6372        0.0543         179           938          0.0042        0.4072        0.2846        0.2160        Set5
61433.4838    9565.4655     921.2859      -0.9791       -0.1986       0.0431        258.54        87.53         5.4780        0.0829         828           965          0.0063        0.4206        0.4431        0.2160        Set5
61433.6221    9567.2873     919.5221      -0.9316       -0.3103       0.1892        251.58        79.10         4.2923        0.2274         8762          1013         0.0229        0.8841        0.9662        0.9216        Set5
61433.4499    9568.5583     921.0270      0.8769        0.4315        0.2117        63.80         77.78         4.0793        0.7050         1143          1040         0.0141        0.5358        0.3674        0.2016        Set5
61433.6006    9558.6024     922.1964      -0.8676       -0.4906       0.0815        240.51        85.33         4.7112        0.1736         12099         1070         0.0162        0.8112        0.6983        0.7344        Set5
61433.6327    9560.4363     920.4637      0.8912        0.3889        0.2333        66.42         76.51         4.9423        0.8187         2034          1131         0.0096        0.5661        0.4556        0.2448        Set5
61433.5971    9564.2472     924.8341      -0.9462       -0.2389       0.2182        255.83        77.40         4.6957        0.0602         843           1186         0.0112        0.5574        0.6192        0.4752        Set5
61433.5273    9565.7681     921.9671      0.8959        0.4216        0.1400        64.80         81.95         4.9290        0.5296         2667          1219         0.0113        0.3810        0.6669        0.2592        Set5
61433.5988    9567.2226     918.6987      -0.8615       -0.4566       0.2221        242.07        77.16         3.7961        0.2608         1343          1268         0.0122        0.3477        0.4266        0.2160        Set5
61433.6042    9567.0469     919.0113      0.8636        0.4489        0.2294        62.54         76.74         4.0763        0.4010         827           1269         0.0111        0.3605        0.3202        0.1584        Set5
61433.6406    9567.8391     920.2636      -0.9317       -0.3571       0.0664        249.03        86.19         3.9786        0.2154         6106          1294         0.0270        0.7828        1.0938        0.8352        Set5
61433.5334    9568.3299     920.3215      0.9480        0.2298        0.2201        76.37         77.29         5.8843        0.5680         1610          1301         0.0060        0.4613        0.5447        0.2736        Set5
61433.6645    9559.3519     920.1861      0.8694        0.3997        0.2906        65.31         73.11         4.7724        1.3345         1296          1349         0.0098        0.5093        0.1897        0.1584        Set5
61433.6580    9559.6224     922.9565      0.9816        0.1482        0.1200        81.41         83.11         4.7502        0.2046         1313          1355         0.0094        0.4239        0.4265        0.2016        Set5
61433.7123    9560.0978     919.7397      0.8020        0.5918        0.0810        53.58         85.35         3.9889        0.4789         3234          1369         0.0151        0.5108        0.3420        0.2592        Set5
61433.7591    9566.6562     919.6762      -0.7694       -0.4940       0.4049        237.30        66.12         5.6133        1.0123         2784          1455         0.0165        0.8553        0.9301        0.5184        Set5
61433.6724    9566.5061     922.3083      0.9165        0.3864        0.1032        67.14         84.08         4.6966        0.3004         1985          1458         0.0082        0.3957        0.2961        0.2160        Set5
61433.6060    9567.6262     924.0544      0.9667        0.2021        0.1569        78.19         80.98         5.0642        0.2427         1201          1503         0.0057        0.3086        0.3683        0.1584        Set5
61433.7103    9567.7929     920.9619      -0.9256       -0.3770       0.0345        247.84        88.02         4.3798        0.1313         4736          1510         0.0156        0.7159        0.6207        0.5040        Set5
61433.7952    9558.5593     923.5817      -0.7925       -0.2326       0.5637        253.64        55.68         4.8055        0.3541         834           1555         0.0082        0.2646        0.3871        0.1872        Set5
61433.7113    9560.0173     918.3262      0.9216        0.3845        0.0530        67.35         86.96         3.4241        0.2983         1649          1580         0.0121        0.4102        0.2748        0.1728        Set5
61433.7441    9560.2272     923.9232      -0.9019       -0.4046       0.1511        245.84        81.31         3.5380        0.1116         987           1590         0.0121        0.3862        0.4023        0.1728        Set5
61433.9096    9559.0851     919.8586      0.9545        0.2954        0.0415        72.80         87.62         5.3225        0.8328         2572          1746         0.0086        0.5916        0.2454        0.2448        Set5
61433.7881    9560.4451     924.1762      -0.9349       -0.2028       0.2913        257.76        73.07         4.3162        0.8948         405           1772         0.0088        0.3269        0.3015        0.1584        Set5
61433.9504    9563.8654     923.0493      0.9047        0.4259        0.0087        64.79         89.50         4.0889        0.5214         1714          1788         0.0194        0.4914        0.8713        0.5328        Set5
61433.8811    9566.8661     921.3934      -0.9692       -0.2123       0.1250        257.64        82.82         5.4018        0.3161         1909          1809         0.0101        0.4967        0.7215        0.3168        Set5
61433.8567    9567.2107     920.5990      0.9798        0.1384        0.1445        81.96         81.69         5.7902        0.2662         1004          1820         0.0055        0.2843        0.4816        0.1728        Set5
61433.8622    9568.5065     922.6446      -0.9708       -0.2396       0.0104        256.14        89.40         5.8024        0.2257         14715         1843         0.0132        0.8899        1.3087        1.0512        Set5
61433.9205    9569.3326     923.0024      0.9589        0.2585        0.1173        74.91         83.27         5.6179        0.2937         21983         1856         0.0140        1.1046        1.6374        1.3824        Set5
61433.8280    9570.6248     919.4626      0.9053        0.4019        0.1377        66.06         82.08         5.8000        3.8373         532           1860         0.0094        0.1597        0.7936        0.2736        Set5
61433.8775    9571.3251     918.9920      -0.9387       -0.3397       0.0580        250.10        86.67         4.7098        0.3396         1582          1863         0.0083        0.2513        0.4328        0.1584        Set5
61434.0152    9556.9845     917.8049      -0.8721       -0.2940       0.3911        251.37        66.98         5.2551        0.6751         943           1875         0.0075        0.5337        0.2273        0.1728        Set5
61433.9764    9557.7571     917.6247      -0.4529       -0.2834       0.8454        237.97        32.29         5.7964        0.4837         596           1877         0.0062        0.5254        0.1039        0.2160        Set5
61433.9897    9558.3378     919.7244      0.9775        0.2081        0.0355        77.98         87.97         4.8363        0.1963         4338          1890         0.0118        0.6823        0.5283        0.4032        Set5
61433.9399    9566.8469     920.3538      0.9435        0.3262        0.0584        70.93         86.65         2.9482        0.2501         1957          1968         0.0176        0.3994        0.4311        0.2160        Set5
61433.9762    9567.8413     922.3104      0.9691        0.2466        0.0106        75.73         89.40         5.1118        0.3574         2139          2003         0.0100        0.4462        0.6892        0.3168        Set5
61433.9174    9568.0868     923.0672      0.9583        0.2797        0.0582        73.73         86.67         5.5853        0.7365         1275          2004         0.0059        0.4152        0.2859        0.1584        Set5
61433.9399    9571.4754     919.5302      -0.8091       -0.4096       0.4215        243.15        65.07         4.6228        1.0211         4167          2042         0.0137        0.7179        0.5229        0.3024        Set5
61434.0799    9555.7713     920.2523      0.7795        0.5995        0.1816        52.44         79.54         4.0473        0.8725         1256          2067         0.0121        0.3361        0.3718        0.1584        Set5
61434.0510    9558.5268     919.4301      0.9577        0.2063        0.2008        77.85         78.42         4.6216        1.1874         1579          2107         0.0114        0.5220        0.1950        0.2016        Set5
61434.0610    9559.3989     924.1858      -0.7443       -0.3510       0.5682        244.75        55.37         4.3302        0.2623         677           2123         0.0089        0.4907        0.2308        0.2016        Set5
61434.0936    9559.5077     918.1519      0.9189        0.3937        0.0235        66.81         88.65         3.4640        0.8488         2314          2126         0.0202        0.3324        0.7255        0.2592        Set5
61434.0170    9567.5538     922.6435      -0.9228       -0.3521       0.1566        249.11        80.99         4.8661        0.6975         823           2173         0.0075        0.3396        0.3345        0.1584        Set5
61434.3183    9554.6130     917.5174      -0.9085       -0.3338       0.2515        249.82        75.43         5.6904        0.4538         30459         2224         0.0246        2.3558        0.9328        2.1024        Set5
61434.1281    9555.7268     917.8618      -0.9746       -0.1758       0.1388        259.78        82.02         4.3102        0.1299         3363          2235         0.0108        0.4291        0.4155        0.2016        Set5
61434.2495    9555.6894     920.7141      0.7566        0.6532        0.0304        49.20         88.26         3.3244        0.1067         1833          2236         0.0167        0.3920        0.6322        0.2448        Set5
61434.1801    9556.0671     918.5474      0.9148        0.4040        0.0056        66.17         89.68         4.5023        0.4456         1822          2244         0.0113        0.3863        0.5237        0.2160        Set5
61434.1584    9556.3559     919.0028      0.9219        0.3162        0.2237        71.07         77.07         4.9867        0.9565         1536          2246         0.0109        0.2510        0.5618        0.2304        Set5
61434.3492    9555.9293     919.5379      -0.8914       -0.3632       0.2710        247.83        74.27         4.4842        0.1551         21923         2254         0.0328        1.4898        1.2070        1.7280        Set5
61434.1606    9556.5317     918.0804      -0.9484       -0.3157       0.0289        251.59        88.34         4.7754        0.7188         1592          2256         0.0112        0.3276        0.5903        0.2448        Set5
61434.1367    9556.8728     919.9614      0.9650        0.1652        0.2037        80.28         78.24         4.5163        0.5231         2046          2265         0.0135        0.5259        0.6403        0.3312        Set5
61434.1556    9557.5749     920.1297      0.9841        0.1708        0.0487        80.15         87.21         5.2708        1.2587         1649          2285         0.0096        0.2632        0.6238        0.1728        Set5
61434.1794    9558.1790     922.0057      0.9482        0.2633        0.1775        74.48         79.78         4.5194        0.3574         4027          2310         0.0148        0.6414        0.5113        0.3888        Set5
61434.2254    9558.3510     918.9154      0.9714        0.2356        0.0292        76.37         88.33         5.5251        0.2868         15969         2325         0.0146        1.3089        0.7362        1.0512        Set5
61434.2243    9573.0188     919.1318      -0.8245       -0.4889       0.2848        239.33        73.45         3.0751        0.1602         3293          2401         0.0261        0.5566        0.6153        0.3744        Set5
61434.7826    9554.7783     918.5889      -0.7589       -0.6348       0.1451        230.09        81.66         4.4501        0.1222         38297         2422         0.0454        2.2717        1.5595        2.9232        Set5
61434.1907    9555.7987     918.1775      -0.9479       -0.1786       0.2637        259.33        74.71         3.9594        0.1848         1248          2429         0.0103        0.2967        0.3708        0.1584        Set5
61434.2007    9557.5286     919.7432      0.9225        0.2521        0.2924        74.71         73.00         4.1362        0.6587         2349          2529         0.0122        0.2563        0.4613        0.2016        Set5
61434.2990    9557.6659     921.6841      -0.8894       -0.4469       0.0961        243.32        84.49         3.6620        0.0408         3805          2554         0.0189        0.5330        0.4782        0.4032        Set5
61434.2459    9558.0035     922.5840      -0.9273       -0.3594       0.1044        248.81        84.01         4.1163        0.5390         3148          2561         0.0177        0.6294        0.3836        0.3312        Set5
61434.2805    9558.3204     918.0835      -0.9664       -0.2516       0.0526        255.41        86.98         4.2081        0.2374         2210          2577         0.0094        0.3482        0.2819        0.1584        Set5
61434.3397    9557.7292     923.4660      -0.8231       -0.3912       0.4117        244.58        65.69         4.4831        0.4880         972           2711         0.0091        0.4324        0.2540        0.1728        Set5
61434.3277    9558.0058     922.9444      -0.9125       -0.3485       0.2143        249.09        77.62         4.0776        0.5632         1448          2727         0.0148        0.5884        0.4938        0.2448        Set5
61434.5116    9555.1290     918.9342      -0.6873       -0.7220       0.0794        223.59        85.45         5.8943        0.8828         4379          2793         0.0105        0.5642        0.9121        0.3744        Set5
61434.3940    9559.0336     918.3991      -0.9612       -0.1545       0.2288        260.87        76.78         3.2634        0.7492         1443          2839         0.0182        0.4317        0.3103        0.2160        Set5
61434.4585    9568.7662     926.2353      -0.9840       -0.1735       0.0415        260.00        87.62         5.7837        0.2850         1017          2854         0.0064        0.4209        0.3852        0.2160        Set5
61434.5165    9574.5825     919.6862      -0.8854       -0.4543       0.0983        242.84        84.36         4.8524        0.2947         5768          2881         0.0132        0.5808        0.7496        0.4752        Set5
61434.6826    9557.7059     922.6620      -0.8733       -0.4232       0.2415        244.15        76.02         4.6137        1.0667         1626          3008         0.0117        0.2628        0.5447        0.1872        Set5
61434.6572    9568.7838     925.1579      0.9701        0.2370        0.0532        76.27         86.95         4.4307        0.0770         2139          3016         0.0113        0.4493        0.5689        0.3168        Set5
61434.8054    9570.6824     921.4669      -0.8801       -0.4276       0.2064        244.09        78.09         3.8691        0.6291         9170          3026         0.0436        0.9664        1.2296        1.0656        Set5
61434.7583    9573.6391     920.2016      -0.7960       -0.4324       0.4236        241.49        64.94         4.6014        0.3095         1816          3049         0.0107        0.3814        0.4014        0.2592        Set5
61434.8373    9557.4857     923.7923      -0.6415       -0.4892       0.5909        232.67        53.78         5.5901        0.3800         743           3091         0.0085        0.3714        0.6503        0.4032        Set5
61434.7966    9569.6855     924.6613      -0.7921       -0.3202       0.5197        247.99        58.69         5.4731        0.3304         1085          3110         0.0060        0.3361        0.3949        0.1728        Set5
61434.9119    9570.5738     924.7208      -0.9471       -0.2927       0.1313        252.82        82.45         5.4953        0.2188         13723         3187         0.0163        1.1004        1.2949        1.3104        Set5
61434.8858    9575.7271     919.3089      -0.8534       -0.3920       0.3434        245.33        69.91         4.2670        0.2118         1074          3219         0.0091        0.2811        0.3912        0.1728        Set5
61435.0601    9555.0376     920.1010      -0.8129       -0.5817       0.0301        234.41        88.28         4.9035        0.5490         8503          3246         0.0141        0.6198        0.8000        0.4320        Set5
61435.0360    9573.9683     922.5914      0.9704        0.2299        0.0740        76.67         85.76         4.9600        0.1307         14102         3314         0.0229        1.3513        1.4390        1.4400        Set5
61435.0977    9548.3314     916.8747      -0.9437       -0.2858       0.1663        253.15        80.42         4.2367        0.7428         1599          3333         0.0182        0.5813        0.3202        0.2880        Set5
61435.2419    9557.0100     923.7355      -0.7009       -0.6121       0.3662        228.87        68.52         5.5437        0.6420         1223          3358         0.0084        0.6734        0.4164        0.2592        Set5
61435.0792    9570.0068     924.8897      0.8239        0.5602        0.0864        55.79         85.05         3.9156        0.8114         1103          3370         0.0155        0.2592        0.4843        0.1728        Set5
61435.1063    9572.7717     922.0117      -0.8691       -0.4484       0.2088        242.71        77.95         4.1344        0.5451         2049          3426         0.0171        0.5685        0.6334        0.3888        Set5
61435.1794    9573.6393     921.8577      0.9006        0.4225        0.1027        64.87         84.11         3.4748        0.1269         4023          3435         0.0281        0.7339        0.6272        0.6336        Set5
61435.1474    9549.0444     917.0348      -0.9318       -0.2788       0.2325        253.34        76.56         3.5224        0.1824         3048          3478         0.0215        0.5089        0.5750        0.3600        Set5
61435.2409    9549.3307     918.1006      -0.9898       -0.1373       0.0368        262.10        87.89         5.4319        0.4792         5052          3484         0.0213        0.8297        1.4697        1.1232        Set5
61435.1238    9549.8372     917.3419      -0.9150       -0.3589       0.1843        248.58        79.38         5.1221        0.9541         616           3492         0.0066        0.3451        0.3284        0.1584        Set5
61435.2678    9549.4656     918.9090      0.9391        0.3416        0.0369        70.01         87.89         5.5426        0.9421         2840          3494         0.0166        1.1335        0.8592        0.6624        Set5
61435.1554    9549.9118     918.6729      0.9482        0.3173        0.0153        71.50         89.12         5.2860        0.5691         1288          3505         0.0065        0.4976        0.4126        0.2592        Set5
61435.1699    9570.1078     924.4078      0.9668        0.2413        0.0838        75.98         85.19         4.5355        1.5519         1075          3563         0.0141        0.2044        0.5960        0.2016        Set5
61435.1265    9570.5613     923.3809      -0.9582       -0.2784       0.0655        253.80        86.24         3.9869        1.1264         2098          3574         0.0156        0.4474        0.4102        0.1872        Set5
61435.1333    9570.3568     923.9626      -0.9488       -0.2557       0.1853        254.92        79.32         4.4799        0.8018         632           3575         0.0094        0.3020        0.3495        0.1584        Set5
61435.0813    9570.9744     923.7762      0.9657        0.2257        0.1284        76.84         82.62         4.8723        0.3619         2722          3597         0.0086        0.3117        0.4579        0.1584        Set5
61435.0781    9571.1671     923.0986      0.9769        0.1877        0.1022        79.12         84.13         5.0127        1.3438         1863          3605         0.0100        0.2168        0.5390        0.1872        Set5
61435.0924    9571.5029     923.4128      0.9914        0.1303        0.0082        82.51         89.53         4.6288        0.5758         3672          3613         0.0129        0.3741        0.5480        0.2448        Set5
61435.2353    9572.8948     922.5348      -0.9273       -0.3170       0.1993        251.13        78.50         3.8160        0.1751         1497          3638         0.0180        0.6481        0.5983        0.3744        Set5
61435.2027    9573.9205     921.4207      0.8025        0.5095        0.3104        57.59         71.91         3.7725        0.3901         1516          3662         0.0149        0.5475        0.3491        0.2592        Set5
61435.2745    9548.1804     917.0559      -0.9043       -0.2786       0.3235        252.88        71.13         4.7464        1.1435         1943          3714         0.0151        0.7785        0.3190        0.3168        Set5
61435.3761    9548.1234     917.5184      0.8806        0.4739        0.0018        61.71         89.89         4.0354        0.4474         1899          3718         0.0145        0.6538        0.4524        0.3744        Set5
61435.2465    9548.6423     917.6417      0.9742        0.2064        0.0909        78.04         84.78         4.3717        0.4937         1222          3723         0.0126        0.4049        0.5412        0.2448        Set5
61435.3399    9548.3907     918.2791      0.8932        0.4479        0.0394        63.37         87.74         3.8526        0.2011         7642          3724         0.0257        0.8627        0.9770        0.7776        Set5
61435.3671    9550.2555     919.6820      -0.8616       -0.3993       0.3136        245.14        71.73         4.5095        0.4081         8882          3764         0.0235        0.7313        1.1088        0.7632        Set5
61435.3813    9572.2110     922.1642      -0.8464       -0.4365       0.3051        242.72        72.24         5.0139        0.4255         6188          3844         0.0139        0.5637        0.8055        0.5904        Set5
61435.3317    9572.4570     922.2659      -0.7857       -0.5505       0.2824        234.98        73.60         5.1231        0.9192         1093          3847         0.0075        0.1551        0.5434        0.1872        Set5
61435.3396    9573.4759     921.2387      0.9118        0.4048        0.0694        66.06         86.02         3.5801        0.4034         1353          3861         0.0175        0.5026        0.5018        0.2592        Set5
61435.3855    9545.6921     916.5864      0.9427        0.2861        0.1714        73.12         80.13         5.6710        0.5652         1583          3894         0.0072        0.6123        0.3376        0.2448        Set5
61435.4453    9546.6272     916.9892      0.8278        0.5558        0.0766        56.12         85.61         4.7413        0.2856         4061          3895         0.0189        0.7276        1.0836        0.7200        Set5
61435.4050    9547.5885     917.4630      -0.8036       -0.5016       0.3202        238.03        71.32         4.2249        0.6002         793           3910         0.0081        0.2257        0.4311        0.1584        Set5
61435.3547    9549.6862     919.2415      -0.8914       -0.3255       0.3153        249.94        71.62         4.4479        0.2107         2983          3954         0.0129        0.5907        0.5438        0.3312        Set5
61435.4375    9552.1512     917.3091      -0.7839       -0.3694       0.4991        244.77        60.06         5.0867        0.5662         1683          3983         0.0110        0.7011        0.3104        0.2592        Set5
61435.3226    9572.3840     921.6568      0.8956        0.3140        0.3151        70.68         71.63         4.4715        0.2737         2653          4023         0.0090        0.3469        0.4073        0.1728        Set5
61435.3643    9572.6579     923.5397      -0.9447       -0.2891       0.1547        252.98        81.10         5.1162        0.4902         2148          4035         0.0088        0.3250        0.5697        0.3024        Set5
61435.4248    9573.7140     924.0713      -0.9672       -0.2169       0.1321        257.36        82.41         5.0260        0.2367         7146          4064         0.0160        0.7510        0.9157        0.8064        Set5
61435.5353    9547.7652     918.2474      0.9554        0.2625        0.1351        74.64         82.24         5.1514        0.0951         5997          4107         0.0138        1.0055        0.8178        0.8064        Set5
61435.4316    9548.1421     918.8377      0.9832        0.1825        0.0104        79.48         89.41         4.3229        0.4449         558           4111         0.0084        0.2922        0.3039        0.1584        Set5
61435.4847    9548.4366     919.4302      -0.9548       -0.2737       0.1160        254.00        83.34         5.7814        0.9289         3342          4129         0.0191        1.4509        0.5301        0.9216        Set5
61435.3796    9550.3931     917.6718      0.9911        0.1202        0.0579        83.08         86.68         4.7613        0.6512         1565          4165         0.0106        0.3009        0.5135        0.2016        Set5
61435.4506    9551.2758     917.5628      0.9058        0.3403        0.2525        69.41         75.38         4.2669        0.4388         3126          4192         0.0123        0.3313        0.5362        0.2160        Set5
61435.4340    9552.7739     917.5695      -0.9382       -0.2569       0.2320        254.69        76.58         4.9082        0.2749         1604          4213         0.0097        0.5243        0.3755        0.2736        Set5
61435.4955    9554.6388     919.6825      -0.8651       -0.4895       0.1094        240.50        83.72         4.7374        0.8864         7858          4228         0.0230        1.0319        0.8688        0.7344        Set5
61435.4921    9555.5637     922.3686      0.9648        0.1615        0.2076        80.50         78.02         4.6163        0.3774         2379          4236         0.0132        0.5645        0.6841        0.4320        Set5
61435.4102    9570.3930     926.5597      -0.8889       -0.2868       0.3572        252.12        69.07         5.4031        0.3384         103           4253         0.0054        0.3786        0.2955        0.1584        Set5
61435.4619    9572.3393     924.1227      -0.9799       -0.1830       0.0790        259.42        85.47         4.9222        1.1284         2819          4266         0.0128        0.3149        0.7633        0.2880        Set5
61435.5172    9572.5389     921.3062      0.7453        0.4169        0.5204        60.78         58.64         4.6551        0.1801         3595          4272         0.0107        0.4731        0.5941        0.2880        Set5
61435.4519    9573.0868     924.6073      0.9714        0.2324        0.0496        76.54         87.16         5.0849        0.0690         3339          4286         0.0077        0.6365        0.4507        0.3312        Set5
61435.5070    9546.8434     917.4584      -0.9305       -0.3160       0.1852        251.24        79.33         4.5431        0.3507         1112          4330         0.0096        0.4332        0.4136        0.2016        Set5
61435.7607    9546.6356     917.8759      -0.8290       -0.5109       0.2274        238.35        76.86         5.5962        0.7258         3763          4337         0.0168        1.1720        0.5595        0.6480        Set5
