X             Y             Z             A             B             C             Azimuth       Dip           M             K             Population    Number        Rugosity      Length        Height        Area          Set
61433.5032    9565.6407     925.8357      -0.9219       0.1558        0.3548        279.59        69.22         5.4246        0.2757         589           813          0.0074        0.4740        0.4696        0.3024        Set1
61433.4456    9565.8570     924.7855      0.9489        -0.0206       0.3150        91.24         71.64         4.1172        0.2833         401           816          0.0092        0.4811        0.2490        0.1872        Set1
61433.5253    9566.1028     919.4355      0.9877        -0.0921       0.1266        95.33         82.72         3.9538        1.0407         1986          821          0.0242        0.4230        0.9480        0.4896        Set1
61433.5274    9567.4983     919.2947      0.9992        -0.0239       0.0328        91.37         88.12         4.3604        0.7858         7566          861          0.0257        1.0033        1.0170        0.8352        Set1
61433.4143    9567.7906     919.0147      -0.9166       0.3795        0.1261        292.49        82.75         5.9779        1.2052         653           867          0.0063        0.1902        0.6408        0.1584        Set1
61433.6001    9558.5631     921.9454      -0.9649       -0.2431       0.0999        255.86        84.27         5.6583        0.2697         987           901          0.0052        0.2866        0.3766        0.1584        Set1
61433.7645    9563.3735     924.9407      -0.9102       -0.0110       0.4141        269.31        65.54         4.0159        0.0968         1358          964          0.0205        0.8707        0.7334        0.5760        Set1
61433.5769    9563.6884     921.7137      -0.8611       0.0037        0.5085        270.25        59.44         4.6638        0.1592         490           966          0.0068        0.3125        0.3419        0.1728        Set1
61433.6296    9566.8016     918.8188      -0.9937       0.0853        0.0720        274.91        85.87         4.5780        0.2236         11802         1017         0.0224        0.9772        1.1375        1.0800        Set1
61433.8733    9570.8686     919.5456      -0.9594       0.1667        0.2276        279.86        76.84         4.7002        0.5317         43861         1070         0.0493        1.8048        2.7100        3.5424        Set1
61433.7803    9557.8911     917.5273      -0.6688       -0.1047       0.7361        261.10        42.60         4.3464        0.5586         1168          1080         0.0115        0.4224        0.2949        0.2016        Set1
61433.7222    9559.7901     920.1681      0.8824        -0.1784       0.4353        101.43        64.20         5.2082        0.8215         2142          1106         0.0104        0.7329        0.2923        0.3312        Set1
61433.6737    9560.2318     918.4389      -0.9842       -0.0710       0.1625        265.88        80.65         3.2057        0.7271         2125          1119         0.0233        0.5349        0.4085        0.2736        Set1
61433.6628    9560.5949     923.9749      0.9920        0.0959        0.0819        84.48         85.30         5.5198        0.6503         3313          1132         0.0104        0.9402        0.3851        0.4320        Set1
61433.7065    9563.3060     922.7215      -0.8748       0.0211        0.4840        271.38        61.05         3.2025        0.4229         431           1153         0.0165        0.4699        0.3572        0.1872        Set1
61433.7084    9564.3020     925.3619      0.9971        -0.0739       0.0204        94.24         88.83         4.3504        0.1786         144           1169         0.0085        0.4348        0.3181        0.1584        Set1
61433.7319    9564.2588     922.5393      0.9305        0.3569        0.0829        69.01         85.25         5.0715        0.5853         402           1170         0.0091        0.4990        0.2287        0.1728        Set1
61433.7015    9566.4416     922.2944      0.9531        0.2005        0.2269        78.12         76.89         5.1083        0.2617         1052          1205         0.0079        0.3987        0.2898        0.1728        Set1
61433.8746    9567.4837     921.5747      -0.9911       -0.0981       0.0900        264.35        84.83         6.0191        0.3343         137113        1220         0.0409        3.4459        3.1922        7.6896        Set1
61433.6833    9567.8490     920.7641      -0.9928       -0.1190       0.0169        263.17        89.03         4.8886        0.7544         2539          1241         0.0096        0.3097        0.4743        0.2016        Set1
61433.7978    9568.2078     923.6453      -0.9125       0.1663        0.3737        280.33        68.06         6.1567        0.5074         5551          1246         0.0075        0.5065        0.7722        0.4320        Set1
61434.0352    9557.6825     917.8341      -0.9378       0.1876        0.2920        281.31        73.02         3.4650        0.6659         8420          1266         0.0326        1.1589        0.6581        0.7344        Set1
61433.7375    9558.3351     920.4623      0.9804        0.1388        0.1395        81.94         81.98         5.0569        0.6966         3678          1269         0.0123        0.3392        0.6892        0.3312        Set1
61433.8418    9559.4643     917.7123      -0.7884       -0.1371       0.5996        260.14        53.16         3.2580        0.2484         849           1290         0.0189        0.3787        0.3105        0.2016        Set1
61433.7810    9560.3036     924.0965      -0.9416       -0.1333       0.3092        261.94        71.99         5.1792        0.2793         1001          1300         0.0064        0.4847        0.2933        0.1872        Set1
61433.9153    9569.6107     922.7151      0.9774        -0.0183       0.2104        91.07         77.85         4.9619        1.1101         23445         1366         0.0283        1.1968        1.6030        1.3104        Set1
61434.1757    9556.5423     918.6078      -0.9998       -0.0100       0.0191        269.43        88.91         5.3229        0.4069         140454        1390         0.0621        5.1145        2.8796        9.5328        Set1
61433.9241    9557.7954     921.2283      0.9571        0.2879        0.0317        73.26         88.18         5.3064        0.6580         1300          1396         0.0099        0.5403        0.5068        0.2448        Set1
61433.9388    9558.8129     919.7561      0.9794        0.0207        0.2009        88.79         78.41         4.7709        0.6723         6736          1409         0.0205        1.3224        0.5089        0.7632        Set1
61433.8505    9559.8155     918.7271      -0.9944       0.0227        0.1030        271.31        84.09         5.1927        0.4586         2004          1419         0.0064        0.3039        0.4400        0.2160        Set1
61433.8861    9559.8859     919.8748      0.9231        0.0296        0.3834        88.16         67.46         4.9233        0.4501         550           1424         0.0066        0.4400        0.2013        0.1584        Set1
61433.9905    9563.8596     923.2624      -0.9700       -0.1948       0.1451        258.64        81.66         4.1357        0.1450         6166          1446         0.0248        1.0990        0.9777        1.0656        Set1
61433.9668    9572.0745     919.0198      -0.7992       0.2018        0.5662        284.17        55.51         4.4984        0.6420         3279          1509         0.0140        0.4519        0.5508        0.2592        Set1
61433.9792    9558.3995     919.9363      0.9887        0.1449        0.0374        81.66         87.86         4.4415        0.4785         3281          1534         0.0124        0.5626        0.4521        0.3168        Set1
61433.9882    9559.8323     924.1511      -0.9320       -0.0436       0.3599        267.32        68.90         4.5481        0.1986         2756          1546         0.0159        0.8917        0.6484        0.6192        Set1
61433.9182    9567.8659     925.0903      -0.9987       0.0185        0.0475        271.06        87.28         3.9969        0.0517         2867          1585         0.0104        0.4249        0.4254        0.2304        Set1
61434.0226    9568.0502     924.6158      -0.9636       0.2518        0.0901        284.64        84.83         4.2393        0.6870         1913          1587         0.0145        0.3811        0.6886        0.3024        Set1
61433.9524    9569.0797     923.2070      0.9833        0.1267        0.1307        82.66         82.49         5.5075        0.2162         5420          1600         0.0070        0.5309        0.4870        0.2736        Set1
61433.9746    9571.7889     919.7129      -0.8874       0.4357        0.1502        296.15        81.36         4.6205        0.4658         2809          1629         0.0110        0.3841        0.5612        0.2592        Set1
61434.2299    9573.6737     919.4224      -0.9195       -0.0621       0.3882        266.14        67.16         4.5343        0.2708         30744         1638         0.0372        1.6300        1.2435        1.8432        Set1
61434.1147    9557.2592     920.8294      0.9922        0.1224        0.0251        82.97         88.56         4.9214        0.2222         5063          1660         0.0103        0.7224        0.4401        0.3744        Set1
61434.0470    9557.8592     919.9402      0.9929        0.1115        0.0427        83.60         87.55         5.6572        0.5473         6545          1664         0.0128        0.5384        1.1280        0.6768        Set1
61434.2375    9558.4722     917.9012      -0.9536       0.0858        0.2887        275.14        73.22         3.0866        0.1954         6199          1672         0.0264        0.9760        0.6162        0.6048        Set1
61434.1063    9559.0184     917.8226      -0.8302       -0.1914       0.5235        257.02        58.43         4.8437        1.0284         1082          1680         0.0162        0.7253        0.2876        0.3168        Set1
61434.1293    9559.1963     919.2669      0.9828        -0.0488       0.1779        92.84         79.75         4.5277        0.7633         12886         1681         0.0342        1.6169        0.7422        1.2096        Set1
61434.1360    9559.4641     918.3736      -0.9875       -0.0347       0.1536        267.99        81.16         4.4834        2.0387         1226          1694         0.0156        0.2757        0.6543        0.2304        Set1
61434.1041    9572.4587     919.0406      -0.7174       0.1910        0.6700        284.91        47.93         4.7394        0.5110         2202          1765         0.0085        0.3137        0.3674        0.2016        Set1
61434.2706    9555.5057     919.0768      -0.8984       -0.0703       0.4336        265.53        64.31         4.0222        0.4242         2892          1776         0.0133        0.4362        0.5207        0.2304        Set1
61434.2590    9555.7850     920.8918      -0.9263       -0.1336       0.3524        261.79        69.37         3.9254        0.3732         1864          1778         0.0169        0.4030        0.5884        0.3168        Set1
61434.2478    9557.9552     921.8972      -0.9771       -0.1678       0.1306        260.26        82.49         5.1177        0.2257         8390          1820         0.0160        0.8343        0.8418        0.7056        Set1
61434.2149    9572.0083     920.1459      -0.9325       0.1545        0.3264        279.41        70.95         3.8605        0.6620         1902          1881         0.0124        0.3379        0.3905        0.2016        Set1
61434.3406    9572.6199     919.2073      -0.8128       0.2568        0.5229        287.54        58.47         4.3348        0.6412         3507          1889         0.0168        0.6493        0.4924        0.3312        Set1
61434.1660    9574.4817     919.0115      0.9968        -0.0650       0.0472        93.73         87.29         5.0126        0.8768         1195          1894         0.0097        0.4819        0.4040        0.2016        Set1
61434.3517    9556.3226     920.5132      -0.9979       0.0098        0.0640        270.56        86.33         3.2934        0.4348         1379          1919         0.0261        0.5037        0.5531        0.3168        Set1
61434.2081    9556.7980     920.6345      0.9886        0.0708        0.1330        85.90         82.36         4.5251        1.5158         589           1927         0.0090        0.3939        0.2433        0.1584        Set1
61434.3153    9557.7942     923.0017      0.9992        0.0241        0.0330        88.62         88.11         3.2646        0.4287         7889          1946         0.0393        0.7370        1.0960        0.8496        Set1
61434.3463    9570.0218     922.2817      0.8888        -0.0453       0.4561        92.92         62.86         4.0013        0.2367         3507          1991         0.0149        0.3951        0.4682        0.3456        Set1
61434.3278    9557.4444     921.5118      0.9985        -0.0509       0.0219        92.92         88.75         3.8844        0.2079         2098          2032         0.0103        0.3091        0.3332        0.1584        Set1
61434.3801    9558.6834     918.3274      -0.9989       0.0095        0.0470        270.54        87.31         5.5483        0.8846         3289          2051         0.0166        1.1011        0.5128        0.5472        Set1
61434.4915    9574.8235     919.4205      -0.9670       0.0203        0.2540        271.20        75.29         2.8850        0.5345         7846          2094         0.0537        0.9662        0.9001        0.9504        Set1
61434.4821    9553.9781     917.3130      -0.9825       -0.1666       0.0832        260.37        85.22         5.5617        0.6573         1999          2103         0.0089        0.6252        0.4926        0.3312        Set1
61434.5386    9555.4251     919.5163      -0.9549       -0.1539       0.2541        260.84        75.28         4.7135        0.1147         10736         2113         0.0141        0.7741        0.5857        0.5616        Set1
61434.4315    9555.8867     919.9503      0.9751        -0.1407       0.1715        98.21         80.13         3.6011        0.4756         1450          2115         0.0135        0.4626        0.2600        0.1728        Set1
61434.4990    9568.7219     926.5470      -0.9926       -0.0768       0.0946        265.58        84.57         4.7423        0.7046         7881          2146         0.0239        0.6980        1.2092        0.7632        Set1
61434.5677    9570.6341     920.7415      -0.8436       -0.0201       0.5365        268.63        57.55         3.4705        0.3475         1174          2164         0.0185        0.5042        0.3397        0.2592        Set1
61434.6702    9572.5312     920.6150      -0.8486       0.1652        0.5026        281.01        59.82         5.9472        1.2971         4431          2176         0.0164        1.4621        0.3889        0.7488        Set1
61434.5022    9572.5412     920.1913      -0.9214       0.1891        0.3396        281.60        70.14         3.5317        0.0299         2598          2179         0.0111        0.3560        0.4308        0.2016        Set1
61434.5016    9572.7223     919.7047      -0.9140       0.3883        0.1174        293.02        83.26         5.5453        0.8047         2337          2180         0.0090        0.2797        0.6084        0.2304        Set1
61434.6003    9557.6279     922.3693      0.9931        0.0356        0.1119        87.95         83.58         3.8407        0.2279         3136          2207         0.0153        0.4358        0.4662        0.2736        Set1
61434.6691    9569.8585     921.5202      -0.9442       -0.1245       0.3048        262.49        72.25         3.7142        1.1649         2479          2230         0.0230        0.3231        0.7466        0.2880        Set1
61434.5971    9571.1481     921.3439      -0.9614       -0.2371       0.1396        256.15        81.98         3.3925        0.4864         4292          2238         0.0216        0.5743        0.5405        0.3024        Set1
61434.6371    9575.5255     919.0678      -0.6918       0.1465        0.7071        281.96        45.00         4.6726        0.9631         1692          2264         0.0163        0.8164        0.3298        0.4320        Set1
61434.7100    9557.3317     922.7722      0.9670        -0.2157       0.1355        102.57        82.21         5.2597        0.2299         6338          2275         0.0125        0.7111        0.8626        0.7056        Set1
61434.6580    9568.7735     925.2778      -0.9840       -0.1782       0.0010        259.73        89.94         4.9574        0.1397         4044          2291         0.0111        0.6078        0.5974        0.4752        Set1
61434.7313    9569.6807     924.4271      -0.9403       -0.0902       0.3283        264.52        70.83         4.0017        1.2895         4333          2301         0.0349        0.7664        1.1275        0.7488        Set1
61434.7237    9569.2373     924.7768      -0.9370       -0.1461       0.3174        261.14        71.50         5.2043        0.3808         1744          2303         0.0077        0.4924        0.6064        0.3168        Set1
61434.8610    9571.2138     921.7973      -0.8607       0.2036        0.4667        283.31        62.18         3.8316        0.2835         7889          2318         0.0240        0.9347        0.9657        0.8064        Set1
61434.9335    9574.6181     920.8504      -0.9476       0.0318        0.3179        271.92        71.46         4.0893        0.5511         13261         2334         0.0374        1.0282        1.3297        1.1808        Set1
61434.8073    9556.3578     921.2969      -0.7790       -0.0518       0.6249        266.19        51.33         3.7548        0.4217         663           2350         0.0151        0.4860        0.3540        0.2592        Set1
61435.0740    9571.1786     923.7326      0.9951        -0.0207       0.0963        91.19         84.48         4.7326        0.3451         163931        2385         0.0554        2.5730        3.7682        7.4592        Set1
61435.0259    9576.0674     919.4932      -0.8818       0.2136        0.4205        283.61        65.13         4.0153        0.0681         8497          2412         0.0281        1.0298        0.9620        1.0656        Set1
61434.8857    9557.0522     923.3031      -0.9823       -0.1785       0.0573        259.70        86.72         4.3371        0.2594         1636          2438         0.0090        0.3059        0.4124        0.1728        Set1
61434.9346    9569.4169     925.4019      -0.9834       0.0164        0.1809        270.95        79.58         5.1474        0.5426         1472          2454         0.0087        0.4868        0.4924        0.2736        Set1
61434.9605    9569.7808     925.6587      -0.8415       0.0325        0.5393        272.21        57.37         4.1807        0.4508         1218          2459         0.0164        0.6988        0.4217        0.3312        Set1
61434.9373    9570.3799     921.7304      0.9587        -0.1003       0.2660        95.97         74.57         5.1619        0.2035         2611          2467         0.0073        0.5446        0.5587        0.2880        Set1
61434.9948    9573.5893     920.7006      -0.9140       -0.0156       0.4055        269.02        66.08         5.1645        0.3355         5951          2492         0.0142        0.9318        0.7405        0.6912        Set1
61435.0774    9573.8024     922.3817      0.9882        0.1420        0.0576        81.82         86.70         4.5436        0.0985         36782         2499         0.0422        2.2113        1.8695        3.3120        Set1
61434.9482    9575.3086     919.9316      -0.9253       0.1017        0.3654        276.27        68.57         4.5274        0.2802         3128          2503         0.0116        0.4145        0.5535        0.2160        Set1
61435.0525    9551.8387     917.0293      -0.8220       -0.0842       0.5632        264.15        55.72         4.7661        1.0859         1602          2521         0.0107        0.5708        0.2246        0.2016        Set1
61434.9753    9569.8852     925.2248      0.9836        0.1468        0.1048        81.51         83.98         5.0540        1.0234         1452          2544         0.0104        0.6268        0.2140        0.2592        Set1
61434.9888    9571.2580     926.1567      0.9970        0.0349        0.0694        88.00         86.02         4.5502        0.3537         4298          2576         0.0204        0.9559        0.6136        0.7344        Set1
61435.0701    9548.4972     916.8164      0.9881        0.1536        0.0036        81.17         89.80         4.8031        0.4142         8742          2626         0.0181        0.9445        0.5993        0.5760        Set1
61435.0993    9549.5705     917.1150      -0.9946       -0.0420       0.0946        267.58        84.57         5.5292        0.2189         11594         2627         0.0165        1.3001        0.8152        1.1952        Set1
61435.5491    9551.7532     919.8154      -0.9990       0.0396        0.0215        272.27        88.77         5.4887        0.6399         483555        2628         0.1433        11.5340       4.7112        33.6672       Set1
61435.0749    9554.2916     918.1950      0.9882        0.1494        0.0352        81.40         87.98         5.2346        0.2932         2140          2639         0.0090        0.5032        0.6049        0.3024        Set1
61435.0537    9572.8838     921.8442      0.9817        0.1081        0.1570        83.72         80.97         3.6987        0.5426         2552          2703         0.0182        0.4686        0.4976        0.2448        Set1
61435.1553    9574.7511     922.0442      0.9130        -0.0841       0.3993        95.27         66.47         4.4123        0.5479         1866          2718         0.0119        0.3569        0.4506        0.2016        Set1
61435.1813    9547.4994     916.5982      -0.9751       -0.0535       0.2154        266.86        77.56         4.2058        1.5032         1144          2739         0.0131        0.5440        0.1773        0.1584        Set1
61435.2029    9553.9263     918.0351      -0.9932       -0.0226       0.1144        268.70        83.43         4.9569        0.5369         2428          2770         0.0108        0.3531        0.6325        0.2448        Set1
61435.2530    9569.3170     926.1542      -0.9398       -0.1149       0.3218        263.03        71.23         4.9612        0.2310         519           2791         0.0090        0.4067        0.3818        0.2304        Set1
61435.1763    9570.1551     924.2995      0.9390        0.3055        0.1580        71.98         80.91         4.7559        1.3282         1442          2796         0.0127        0.2430        0.6740        0.2448        Set1
61435.3035    9573.3786     921.4026      -0.9877       0.0347        0.1528        272.01        81.21         3.9502        0.3996         7406          2840         0.0344        0.9970        0.9548        0.9360        Set1
61435.3284    9575.1064     921.7434      -0.9136       0.1773        0.3659        280.98        68.54         4.5191        0.5698         3159          2864         0.0193        1.1366        0.4438        0.5904        Set1
61435.4501    9576.9391     919.5529      -0.8432       0.3298        0.4246        291.36        64.87         3.9157        2.5689         1136          2883         0.0175        0.6617        0.3800        0.2304        Set1
61435.3568    9546.0617     916.6864      -0.8747       0.1981        0.4423        282.76        63.75         3.4130        0.2648         2148          2890         0.0218        0.6082        0.3875        0.2736        Set1
61435.4796    9553.1489     917.8025      -0.9481       -0.0120       0.3176        269.27        71.48         4.6577        0.4602         9944          2927         0.0324        1.5828        1.0029        1.3104        Set1
61435.5334    9570.1271     926.9492      -0.9439       -0.1073       0.3123        263.51        71.80         5.4860        0.1623         11163         2942         0.0318        2.3101        1.7388        3.4704        Set1
61435.4116    9573.1554     923.9806      -0.9939       0.0019        0.1103        270.11        83.67         4.6992        0.1940         70294         2959         0.0453        2.3021        1.7791        3.9600        Set1
61435.2866    9572.4631     921.6849      0.9401        0.1669        0.2973        79.93         72.71         4.5082        0.4928         1070          2960         0.0100        0.2404        0.4748        0.1584        Set1
61435.4789    9572.1353     922.3855      -0.8971       -0.2364       0.3733        255.24        68.08         4.3639        0.2099         2671          2964         0.0178        0.6603        0.5789        0.3744        Set1
61435.3800    9572.3785     922.8207      0.8359        -0.1302       0.5333        98.85         57.77         4.0024        0.8136         3104          2965         0.0226        0.9399        0.3772        0.5040        Set1
61435.3782    9575.2920     922.5255      -0.9404       0.3051        0.1501        287.98        81.37         4.0251        1.1911         3396          3129         0.0270        0.3619        0.8966        0.4032        Set1
61435.3958    9575.8075     920.1754      -0.9553       0.2684        0.1241        285.70        82.87         4.3087        1.3950         1433          3132         0.0115        0.2162        0.5135        0.1584        Set1
61435.5103    9546.9151     917.5260      -0.9800       -0.1158       0.1620        263.26        80.68         5.2913        0.3050         7681          3156         0.0168        1.0587        0.7420        0.8352        Set1
61435.4988    9556.7186     923.1860      -0.9838       -0.1794       0.0043        259.66        89.75         4.2177        0.5172         153           3214         0.0107        0.2040        0.4410        0.1584        Set1
