X             Y             Z             A             B             C             Azimuth       Dip           M             K             Population    Number        Rugosity      Length        Height        Area          Set
61471.9168    9548.2149     912.5022      -0.3778       0.9145        0.1446        337.55        81.68         4.7146        0.6199         3504          7486         0.0117        0.6948        0.6244        0.4032        Set4
61471.9570    9548.6204     912.9532      0.2833        -0.8393       0.4641        161.35        62.35         5.9507        1.3409         1064          7501         0.0067        0.5246        0.3547        0.2160        Set4
61472.5461    9548.6421     912.0825      -0.3963       0.8922        0.2167        336.05        77.48         6.2194        0.6126         11992         7560         0.0099        0.9353        0.9784        0.7632        Set4
61472.4641    9550.0411     914.2650      -0.3197       0.8166        0.4805        338.62        61.28         5.8447        0.2997         5796          7564         0.0085        0.6211        0.5658        0.4896        Set4
61473.0044    9549.0698     912.2593      0.4363        -0.8998       0.0048        154.13        89.73         4.9029        0.8738         18086         7605         0.0201        0.9488        1.0793        0.7920        Set4
61472.7733    9550.7187     914.2974      -0.4999       0.8650        0.0431        329.98        87.53         4.5186        0.7773         4276          7613         0.0190        0.4903        0.7996        0.4752        Set4
61473.1692    9549.0599     911.6732      0.2931        -0.9516       0.0921        162.88        84.72         3.1985        1.9020         2699          7655         0.0212        0.4036        0.4226        0.1872        Set4
61473.2507    9549.6354     912.8071      0.2674        -0.8222       0.5024        161.98        59.84         4.2350        0.4574         3657          7665         0.0134        0.3935        0.4869        0.2736        Set4
61473.5662    9548.8484     911.1304      -0.4343       0.8469        0.3069        332.85        72.13         5.9190        0.6299         8973          7669         0.0079        0.8177        0.3428        0.2880        Set4
61473.4494    9549.5385     912.1905      0.1920        -0.9779       0.0826        168.89        85.26         5.1964        1.1509         8666          7700         0.0142        0.3904        0.8660        0.3312        Set4
61473.8189    9549.8805     912.1784      -0.3370       0.9180        0.2090        339.84        77.94         4.2676        0.7128         24994         7728         0.0314        0.8652        1.3531        1.0224        Set4
61473.6392    9551.4761     913.9867      0.0876        -0.9960       0.0195        174.97        88.88         4.1850        2.3276         433           7733         0.0115        0.3987        0.2388        0.1584        Set4
61473.7573    9549.7322     911.3356      -0.2891       0.9347        0.2068        342.81        78.06         4.8193        0.5658         2612          7745         0.0081        0.4274        0.3461        0.2016        Set4
61474.2861    9551.2202     913.3110      -0.0754       0.9968        0.0256        355.67        88.54         4.0679        0.6768         2825          7784         0.0150        0.6305        0.3129        0.2448        Set4
61474.2266    9550.3992     911.3873      -0.3151       0.9174        0.2433        341.05        75.92         4.9128        0.1326         3084          7785         0.0068        0.3850        0.3790        0.2160        Set4
61474.3557    9550.6505     912.3135      -0.2103       -0.9744       0.0792        192.18        85.46         5.2035        1.9805         4098          7798         0.0193        0.5522        1.2510        0.4608        Set4
61474.7391    9550.6238     911.6723      -0.2941       0.9549        0.0404        342.88        87.68         4.9850        0.8909         13650         7814         0.0279        0.6868        1.6142        1.0656        Set4
61474.8737    9552.4553     913.6278      -0.3686       0.9049        0.2130        337.84        77.70         5.9851        0.8683         1947          7835         0.0064        0.6161        0.2365        0.2448        Set4
61475.1017    9551.0206     912.6305      0.4000        -0.9034       0.1546        156.12        81.11         3.5574        0.4750         6449          7853         0.0261        0.6941        0.6327        0.4752        Set4
61475.5033    9551.3938     911.4608      -0.4512       0.8915        0.0417        333.15        87.61         6.3234        0.6883         15400         7906         0.0110        0.4420        1.4395        0.6912        Set4
61475.6399    9553.4987     913.5204      -0.3378       0.8931        0.2970        339.28        72.72         5.5777        0.9405         4866          7920         0.0098        0.8815        0.3275        0.4320        Set4
61475.7751    9551.6787     911.9266      -0.5080       0.8061        0.3036        327.78        72.32         5.7286        0.3036         8147          7939         0.0073        0.4239        0.5829        0.3168        Set4
61475.7824    9553.8111     913.8598      0.5694        -0.8133       0.1199        145.00        83.11         4.3171        0.2080         1858          7944         0.0097        0.3593        0.3117        0.1728        Set4
61476.1675    9552.2067     911.5501      -0.5014       0.7786        0.3774        327.22        67.83         6.7961        0.3872         8860          7969         0.0065        0.5025        0.9240        0.5472        Set4
61476.3383    9553.8310     912.3250      0.2353        -0.8418       0.4859        164.38        60.93         4.6756        0.4291         3232          7989         0.0143        0.6168        0.6336        0.4464        Set4
61476.5623    9554.3185     913.1349      0.4608        -0.8869       0.0324        152.54        88.14         4.2607        0.3482         1354          8004         0.0110        0.6238        0.5055        0.3456        Set4
61476.7567    9554.3111     912.1775      0.4408        -0.8467       0.2980        152.50        72.66         5.6428        0.5436         2419          8046         0.0078        0.3952        0.6180        0.2880        Set4
61477.5460    9553.7454     910.8601      0.3066        -0.9507       0.0465        162.13        87.33         5.1840        0.5577         6380          8103         0.0140        0.9380        0.7596        0.6048        Set4
61477.3488    9554.7384     911.8805      -0.5030       0.8632        0.0446        329.77        87.44         3.0361        0.2914         1154          8109         0.0168        0.2942        0.4120        0.1728        Set4
61477.8525    9554.6696     911.3809      0.3678        -0.6429       0.6718        150.23        47.79         4.6042        3.0124         1077          8122         0.0166        0.7283        0.1838        0.1872        Set4
61477.8652    9555.2114     911.7823      -0.5426       0.7758        0.3220        325.03        71.22         4.8330        0.1594         986           8138         0.0073        0.4667        0.3053        0.1728        Set4
61478.4730    9554.6061     910.8614      -0.4811       0.7947        0.3702        328.81        68.27         7.5393        0.6692         6663          8144         0.0071        1.5652        0.5583        0.8352        Set4
61479.2972    9555.4902     911.0141      -0.4164       0.7373        0.5320        330.55        57.86         6.8804        0.6445         6271          8206         0.0075        1.5702        0.7104        0.9648        Set4
61478.8023    9556.7602     912.6222      -0.3433       0.9244        0.1665        339.63        80.41         3.5659        0.5635         1026          8231         0.0128        0.2504        0.3990        0.1728        Set4
61478.9948    9557.2949     912.5992      -0.3573       0.8338        0.4209        336.81        65.11         4.7240        1.0450         858           8236         0.0145        0.3084        0.6703        0.2880        Set4
61479.3718    9557.5271     912.8952      -0.4832       0.8177        0.3128        329.42        71.77         4.6956        1.6254         1736          8249         0.0240        0.8696        0.8711        0.5616        Set4
61479.5237    9557.9572     912.2876      -0.2492       0.8910        0.3795        344.37        67.70         3.5711        0.2711         1328          8270         0.0194        0.5147        0.5469        0.3024        Set4
61479.9414    9556.9691     911.0671      -0.5330       0.8136        0.2324        326.77        76.56         6.6205        0.0985         3091          8286         0.0055        0.8646        0.8900        0.8208        Set4
61480.1070    9557.9138     912.0955      0.3080        0.8402        0.4463        20.13         63.49         5.0933        0.4931         593           8326         0.0079        0.3979        0.3956        0.1584        Set4
61480.0816    9557.7270     912.4572      0.1752        0.9186        0.3543        10.80         69.25         3.5115        0.8126         785           8330         0.0191        0.3048        0.5091        0.2160        Set4
61480.4754    9557.4519     911.1948      -0.5284       0.8458        0.0734        328.00        85.79         3.3396        0.4104         6679          8357         0.0367        0.6602        0.9705        0.6048        Set4
61480.6171    9558.5861     912.5468      -0.3074       0.7625        0.5693        338.04        55.30         4.8136        0.3219         1077          8386         0.0062        0.2467        0.3615        0.1584        Set4
61481.0345    9558.9251     912.1885      -0.3197       0.8596        0.3985        339.60        66.52         4.4118        0.3891         1361          8419         0.0084        0.3731        0.2449        0.1728        Set4
61481.3374    9558.6295     911.2346      -0.5595       0.7983        0.2228        324.98        77.13         6.6424        0.1192         3434          8431         0.0050        0.6519        0.8673        0.6048        Set4
61481.1126    9559.0861     912.5208      -0.5001       0.8189        0.2816        328.59        73.64         4.3108        0.2895         1609          8436         0.0093        0.3433        0.3664        0.1728        Set4
61482.6503    9560.0003     911.4624      -0.5282       0.8086        0.2589        326.85        74.99         5.8198        0.3041         30890         8496         0.0176        2.3126        1.3940        2.3472        Set4
61481.8839    9559.1568     910.7895      0.5076        -0.8611       0.0302        149.48        88.27         5.1546        0.3142         1727          8511         0.0086        0.4284        0.6813        0.2880        Set4
61482.8264    9560.9144     912.7463      -0.4225       0.8692        0.2571        334.08        75.10         4.7864        0.4014         1187          8646         0.0059        0.2592        0.3700        0.1584        Set4
61483.1010    9561.3873     912.8837      -0.1580       0.9306        0.3303        350.36        70.72         4.7359        0.3062         1697          8662         0.0072        0.3703        0.3687        0.1728        Set4
61483.8617    9561.0449     910.8493      -0.5516       0.8146        0.1794        325.89        79.66         4.7538        0.1624         20037         8699         0.0227        1.3281        1.1251        1.4112        Set4
61483.8884    9561.6007     911.9593      0.0961        0.8279        0.5525        6.62          56.46         5.6136        0.7465         2304          8730         0.0102        0.8508        0.5750        0.4176        Set4
61484.4027    9563.0094     913.3674      0.1850        -0.9504       0.2501        168.98        75.52         3.9243        1.1017         2173          8781         0.0325        0.7940        0.9398        0.5760        Set4
61484.5144    9562.4089     912.4762      0.0479        0.9989        0.0015        2.74          89.91         3.9830        0.4085         717           8828         0.0108        0.3663        0.2900        0.1728        Set4
61484.4294    9562.1505     911.9013      -0.1018       0.7385        0.6666        352.15        48.20         4.8706        0.5660         832           8841         0.0091        0.3491        0.3568        0.1872        Set4
61485.9699    9562.4249     910.3439      -0.4919       0.8176        0.2993        328.97        72.58         6.7714        0.3530         41139         8883         0.0127        2.6660        1.2816        2.9952        Set4
61484.9187    9562.2615     911.3457      0.3729        -0.9181       0.1347        157.90        82.26         4.4319        1.0683         1017          8904         0.0104        0.4164        0.3785        0.1872        Set4
61485.3872    9562.9142     911.8810      -0.5622       0.7885        0.2493        324.51        75.57         6.5292        0.4746         3749          8935         0.0082        1.1114        0.4890        0.6336        Set4
61486.1750    9563.5198     911.7751      -0.5096       0.8060        0.3010        327.69        72.48         6.4444        0.1983         6490          9077         0.0065        0.7783        0.5127        0.4896        Set4
61485.9269    9563.8317     912.9199      -0.5137       0.7283        0.4536        324.80        63.02         4.6937        0.9925         774           9078         0.0083        0.2364        0.3611        0.1584        Set4
61487.3921    9564.3037     911.7609      0.4589        -0.8869       0.0528        152.64        86.97         4.1269        0.3219         19861         9195         0.0282        1.3459        0.7973        1.0080        Set4
61487.0995    9563.1013     910.5831      -0.5366       0.7897        0.2972        325.80        72.71         5.7819        0.3227         2073          9213         0.0056        0.3053        0.5370        0.1872        Set4
61487.7611    9563.6691     910.3441      -0.5150       0.7984        0.3121        327.18        71.82         6.0507        0.0929         80394         9227         0.0132        1.9184        1.7623        2.8656        Set4
61488.8747    9564.0165     911.4653      0.3216        -0.8357       0.4452        158.95        63.56         3.9218        0.7435         980           9442         0.0083        0.4006        0.1870        0.1584        Set4
61488.8866    9564.7317     909.9604      -0.5455       0.7252        0.4201        323.05        65.16         6.1955        0.4649         1978          9460         0.0071        0.4411        0.7314        0.3744        Set4
61489.2504    9564.7421     911.8234      0.2119        -0.8231       0.5269        165.56        58.20         4.9219        0.9057         3359          9485         0.0183        0.8257        0.5884        0.5040        Set4
61489.3397    9565.1657     909.8886      -0.5647       0.7291        0.3867        322.24        67.25         4.4784        0.2263         2099          9517         0.0122        0.5108        0.4380        0.3168        Set4
61490.1765    9565.3465     910.9636      -0.4683       0.6853        0.5577        325.65        56.10         5.3021        0.7711         1059          9613         0.0057        0.2414        0.3257        0.1584        Set4
61490.9292    9566.7649     911.6190      0.4448        -0.8937       0.0582        153.54        86.66         4.4142        0.3608         6606          9662         0.0138        0.5219        0.5309        0.3168        Set4
61491.6137    9567.3304     911.6294      -0.5248       0.7804        0.3399        326.08        70.13         5.3255        0.2435         2518          9736         0.0083        0.6445        0.4288        0.3312        Set4
61491.7565    9567.1361     909.5105      0.2877        -0.8995       0.3288        162.26        70.80         4.0697        0.3107         1520          9756         0.0112        0.4042        0.3141        0.1728        Set4
61492.0523    9567.2461     909.5024      0.1349        -0.9562       0.2596        171.97        74.95         3.7239        0.2205         1845          9775         0.0118        0.4031        0.3041        0.1584        Set4
61493.1061    9568.3686     911.2506      -0.4942       0.8440        0.2085        329.65        77.97         4.6874        0.6370         25940         9777         0.0482        2.6855        1.5788        2.8656        Set4
61492.7435    9568.3268     910.1476      0.1589        0.8457        0.5095        10.64         59.37         3.7826        0.1822         2718          9829         0.0214        0.5230        0.5799        0.4608        Set4
61495.1994    9570.9151     912.1792      0.0310        -0.9840       0.1757        178.20        79.88         4.7908        1.2329         1435          10018        0.0142        0.8280        0.2717        0.2880        Set4
61495.7889    9571.0482     910.8101      0.2185        0.9749        0.0433        12.63         87.52         5.0274        0.3110         53766         10036        0.0382        1.6974        2.5097        3.6864        Set4
61496.1325    9570.6266     909.2499      -0.1360       -0.9798       0.1463        187.90        81.59         5.2569        0.3434         1167          10102        0.0062        0.2749        0.4590        0.1584        Set4
61497.1446    9570.8199     909.1386      -0.2654       -0.9618       0.0668        195.43        86.17         6.7717        0.5953         7463          10133        0.0094        1.6952        0.5679        1.1088        Set4
61496.9618    9571.7884     909.9722      0.1414        0.9899        0.0075        8.13          89.57         4.7697        0.2930         1020          10174        0.0074        0.2743        0.3846        0.1728        Set4
61497.7959    9571.5357     909.6666      -0.4878       0.8727        0.0193        330.80        88.89         4.5790        0.1933         938           10238        0.0093        0.5392        0.3332        0.2160        Set4
61498.2811    9572.6286     910.6381      -0.2072       -0.9757       0.0710        191.99        85.93         5.0359        0.6496         549           10303        0.0089        0.3004        0.5942        0.2448        Set4
61498.9857    9572.4669     910.1344      0.1235        0.9920        0.0256        7.09          88.53         4.7884        0.0856         13148         10309        0.0263        1.3839        1.4618        1.9296        Set4
61499.8288    9574.1710     911.8443      0.3449        -0.9346       0.0868        159.75        85.02         4.2875        0.4052         1089          10425        0.0221        0.9729        0.7350        0.6048        Set4
61499.8562    9572.2264     908.6256      -0.1243       -0.9920       0.0207        187.14        88.81         5.2843        0.4197         976           10427        0.0084        0.6162        0.3323        0.2592        Set4
61499.8861    9572.8073     910.4677      0.3227        -0.9134       0.2481        160.54        75.63         4.2263        0.2742         797           10433        0.0173        0.6020        0.5602        0.3024        Set4
61500.6944    9572.8766     908.5360      0.4052        -0.7668       0.4978        152.15        60.14         4.5202        0.4439         831           10546        0.0149        0.6293        0.4594        0.4032        Set4
61500.6213    9573.3802     910.6003      0.5664        -0.8241       0.0054        145.50        89.69         5.2258        0.6554         376           10552        0.0101        0.5687        0.2713        0.2160        Set4
61501.4170    9574.3647     909.4559      -0.4228       0.8062        0.4140        332.33        65.55         5.6048        0.2506         2607          10618        0.0140        1.1662        0.6887        0.8496        Set4
61501.4036    9573.8037     908.6932      -0.5500       0.8177        0.1699        326.08        80.22         6.5262        0.3145         506           10645        0.0049        0.6560        0.3857        0.3168        Set4
61501.9004    9574.1922     908.5923      -0.5430       0.8107        0.2191        326.18        77.35         6.5501        0.2468         513           10688        0.0041        0.5657        0.3543        0.2016        Set4
61502.1130    9574.7578     910.4242      -0.5024       0.8526        0.1437        329.49        81.74         4.0816        0.1749         1271          10698        0.0173        0.7993        0.6990        0.5184        Set4
61502.4398    9575.0700     909.9245      -0.5803       0.7904        0.1961        323.71        78.69         6.0085        0.3512         1585          10735        0.0119        0.6942        1.1054        0.7344        Set4
61503.4834    9575.6535     910.2044      -0.5155       0.8238        0.2358        327.96        76.36         6.8257        0.1295         7628          10794        0.0113        1.8084        1.2401        2.2752        Set4
61503.2559    9575.7543     909.3141      -0.5215       0.7624        0.3831        325.63        67.47         6.4911        0.1464         995           10840        0.0053        0.4914        0.6332        0.3456        Set4
61503.6747    9576.1101     909.2248      -0.5304       0.7652        0.3648        325.27        68.61         6.5721        0.1837         869           10899        0.0053        0.4594        0.7491        0.3744        Set4
61504.7917    9577.1955     909.2814      -0.4857       0.7895        0.3752        328.40        67.96         5.8530        0.0916         1656          11003        0.0072        0.7040        0.6366        0.4752        Set4
61504.9172    9576.7499     910.2710      -0.5614       0.7870        0.2559        324.50        75.17         6.2014        0.2903         1018          11005        0.0069        0.6106        0.6614        0.4608        Set4
61505.4760    9577.6877     909.5144      -0.5035       0.8616        0.0638        329.70        86.34         5.1122        0.5203         726           11068        0.0123        0.7295        0.4293        0.3888        Set4
61505.4413    9577.3692     910.3999      -0.5328       0.8233        0.1955        327.09        78.73         6.1807        0.2178         619           11079        0.0047        0.3663        0.5526        0.2016        Set4
61505.4983    9577.6012     909.2907      -0.5939       0.7617        0.2590        322.06        74.99         4.6125        0.5293         135           11081        0.0080        0.3742        0.2438        0.1584        Set4
61505.4913    9577.8030     908.7213      0.5561        -0.8280       0.0726        146.12        85.84         4.3493        0.4783         397           11088        0.0134        0.4804        0.4738        0.2304        Set4
61505.7836    9577.6759     910.1013      -0.4727       0.8599        0.1927        331.20        78.89         6.6552        0.2337         2981          11105        0.0062        0.6085        0.8946        0.6048        Set4
61505.7044    9577.8727     910.4659      0.3255        0.9164        0.2329        19.55         76.53         7.6384        0.4287         181           11109        0.0033        0.4785        0.5243        0.3024        Set4
61505.9176    9577.9888     909.3039      -0.5724       0.8087        0.1353        324.71        82.23         6.4398        0.3954         1512          11117        0.0074        0.7677        0.6805        0.4896        Set4
61506.0962    9578.3259     908.6910      -0.5537       0.7902        0.2626        324.98        74.77         5.6054        0.0916         1821          11134        0.0079        0.7573        0.7868        0.5904        Set4
61506.6237    9578.5382     908.1695      -0.4575       0.8583        0.2322        331.94        76.57         6.7648        0.8328         2258          11147        0.0097        1.5016        0.5296        0.7776        Set4
61506.3578    9578.1136     910.0149      -0.5191       0.8395        0.1605        328.27        80.76         6.1225        0.0703         4042          11162        0.0070        0.7615        0.7039        0.6048        Set4
61506.6125    9578.4872     909.4580      -0.4702       0.8291        0.3025        330.44        72.39         5.6842        0.1200         1907          11211        0.0067        0.5881        0.5713        0.4032        Set4
61507.6562    9579.3085     908.9377      -0.4816       0.8593        0.1721        330.73        80.09         6.4845        1.1373         15664         11226        0.0196        2.5729        0.8648        1.8144        Set4
61507.7740    9579.0910     908.2326      -0.4972       0.8440        0.2010        329.50        78.41         6.2381        0.0355         13836         11326        0.0076        1.1766        0.8748        1.1232        Set4
61507.6658    9580.6175     909.8875      -0.5300       0.8264        0.1900        327.32        79.05         5.2682        0.3695         2819          11374        0.0115        0.7415        0.6274        0.4896        Set4
61507.7292    9580.3263     910.7773      -0.6633       0.6817        0.3089        315.78        72.01         5.1760        1.9144         874           11392        0.0100        0.1699        0.6622        0.1584        Set4
61508.8082    9579.7990     908.1917      -0.5414       0.8209        0.1818        326.59        79.53         6.0540        0.1464         23429         11428        0.0114        1.4864        1.1913        1.6848        Set4
61508.5301    9581.1545     910.3737      -0.4474       0.8388        0.3104        331.93        71.92         5.5190        1.4408         465           11462        0.0113        0.2320        0.8104        0.2880        Set4
61508.5940    9581.4216     909.9287      -0.4922       0.7858        0.3746        327.94        68.00         5.5274        0.3394         1041          11471        0.0058        0.2826        0.4353        0.1728        Set4
61512.0581    9583.8736     909.3772      -0.4868       0.7948        0.3625        328.51        68.75         7.7456        0.5914         233903        11491        0.0270        6.8587        3.2151        11.0592       Set4
61509.4994    9580.1935     908.5511      -0.4677       0.8497        0.2435        331.17        75.91         5.5811        0.1321         6928          11539        0.0101        0.8111        0.7634        0.6336        Set4
61510.9385    9581.4433     908.0979      -0.4353       0.8095        0.3940        331.73        66.79         5.3791        0.3782         39030         11614        0.0277        1.7823        1.3419        2.0880        Set4
61511.6242    9582.8686     908.2485      -0.5102       0.8503        0.1288        329.03        82.60         4.6640        0.0519         7483          11714        0.0106        0.5324        0.5491        0.3600        Set4
61512.0801    9583.2790     908.1801      -0.5355       0.8321        0.1445        327.23        81.69         5.5898        0.3300         8786          11763        0.0097        0.6490        0.8313        0.5472        Set4
61512.6914    9584.4778     908.3678      -0.2972       0.8008        0.5200        339.64        58.67         6.7084        0.2098         19550         11766        0.0103        1.5655        1.0047        1.5264        Set4
61513.6691    9586.7548     909.8408      0.1173        0.9922        0.0417        6.74          87.61         4.3112        0.4243         4089          11851        0.0183        0.6595        0.5318        0.4320        Set4
61513.7322    9586.6738     909.4884      0.1664        0.9644        0.2054        9.79          78.15         5.0490        0.6267         2164          11866        0.0084        0.4073        0.4280        0.2016        Set4
61513.7478    9587.8995     909.4707      -0.6035       0.7036        0.3751        319.38        67.97         5.9629        0.8060         869           11875        0.0068        0.2050        0.6005        0.1584        Set4
61513.8461    9588.2284     909.0082      -0.5479       0.7523        0.3658        323.94        68.54         5.8170        0.3015         1261          11878        0.0060        0.4497        0.4264        0.2160        Set4
61514.3086    9588.3791     909.3964      -0.5318       0.7592        0.3752        324.99        67.96         6.4152        0.3016         1209          11943        0.0056        0.4369        0.5770        0.3024        Set4
61514.5637    9588.6995     909.1865      -0.4730       0.8065        0.3547        329.61        69.23         5.5530        0.3965         2491          11958        0.0123        0.7184        0.8206        0.6048        Set4
61514.5642    9584.5168     907.0082      0.4059        -0.9107       0.0767        155.98        85.60         3.2686        2.4065         4783          11960        0.0254        0.6406        0.3108        0.2304        Set4
61515.5486    9586.6873     907.4626      -0.4974       0.8264        0.2641        328.96        74.69         7.1039        1.2353         4007          12000        0.0089        1.7064        0.4466        0.7776        Set4
61515.1926    9590.0961     908.8279      -0.5255       0.7556        0.3910        325.18        66.99         5.7408        0.6449         333           12048        0.0058        0.2358        0.4058        0.1584        Set4
61515.4079    9590.3984     908.5707      -0.5118       0.8110        0.2835        327.74        73.53         4.5607        0.9615         524           12060        0.0112        0.2490        0.5472        0.2016        Set4
61515.6295    9590.5688     908.6683      -0.3536       0.9349        0.0308        339.28        88.24         3.4435        0.2036         717           12079        0.0150        0.4701        0.4648        0.2160        Set4
61515.7537    9590.7666     908.2948      -0.5527       0.7663        0.3276        324.20        70.88         6.6000        0.0965         1064          12082        0.0053        0.6717        0.5135        0.4176        Set4
61515.7501    9591.2549     909.1857      -0.4945       0.7846        0.3741        327.78        68.03         5.9216        0.3118         703           12088        0.0056        0.5982        0.2767        0.2160        Set4
61516.2672    9591.5416     908.3576      0.4794        -0.8628       0.1604        150.94        80.77         3.8659        0.2034         653           12129        0.0133        0.4417        0.3488        0.1728        Set4
61516.5896    9591.8819     907.8989      -0.5163       0.8216        0.2416        327.86        76.02         6.0086        0.2811         656           12153        0.0059        0.5051        0.4606        0.2736        Set4
61516.5372    9592.6603     908.7267      -0.5581       0.7522        0.3503        323.43        69.49         6.0721        0.5675         232           12167        0.0060        0.3367        0.4919        0.2016        Set4
61517.2020    9593.5596     908.7021      0.3447        -0.9379       0.0403        159.82        87.69         4.7398        0.2221         659           12202        0.0105        0.5002        0.5132        0.3168        Set4
61517.9895    9594.0485     908.1238      0.5670        -0.7841       0.2523        144.13        75.39         4.9009        0.1146         848           12234        0.0105        0.5530        0.5970        0.4176        Set4
61520.3905    9599.1278     908.8287      -0.3117       0.9502        0.0027        341.84        89.85         3.6993        0.6503         445           12303        0.0150        0.3437        0.4708        0.2160        Set4
61520.6281    9598.1496     908.2884      0.1991        -0.9506       0.2383        168.17        76.21         4.3017        0.4206         753           12306        0.0128        0.5863        0.3635        0.3168        Set4
61521.1204    9596.5279     906.9751      0.1061        0.9839        0.1437        6.16          81.74         7.0153        1.1050         942           12333        0.0065        1.0514        0.3548        0.4752        Set4
61521.9266    9598.7672     907.9741      0.1522        -0.9059       0.3952        170.47        66.72         4.3883        0.4603         355           12458        0.0124        0.5045        0.3988        0.2592        Set4
61522.1786    9598.9536     908.4193      0.3692        -0.8482       0.3799        156.48        67.67         4.3719        0.2289         269           12517        0.0103        0.4161        0.4608        0.2592        Set4
61523.1262    9598.3773     907.6019      -0.0323       -0.9964       0.0784        181.85        85.50         4.7542        0.1154         3915          12566        0.0266        1.6236        1.2977        1.8288        Set4
61523.8488    9599.5169     909.1812      -0.4480       0.7996        0.3999        330.74        66.43         6.8678        0.3831         680           12684        0.0076        1.2095        0.4499        0.6480        Set4
61523.7536    9598.6612     908.3710      -0.0025       -0.9110       0.4125        180.16        65.64         4.3301        0.2947         248           12719        0.0101        0.4590        0.2893        0.1728        Set4
61524.1423    9598.5267     907.5782      0.2241        -0.9737       0.0406        167.04        87.68         5.9285        0.5236         1432          12730        0.0134        1.0807        1.0342        0.8928        Set4
61524.2631    9597.3995     906.9196      -0.2084       -0.9689       0.1331        192.14        82.35         5.9415        0.4094         621           12777        0.0068        0.4784        0.6328        0.3312        Set4
61524.6700    9600.0159     909.2762      -0.4379       0.7938        0.4221        331.11        65.03         7.0129        0.2170         693           12836        0.0066        1.0659        0.7079        0.7056        Set4
61524.6412    9598.4760     907.4336      -0.1039       -0.9131       0.3942        186.49        66.78         5.0876        0.5104         270           12843        0.0086        0.5026        0.2212        0.2016        Set4
61525.0713    9598.7880     907.7600      -0.0245       -0.9854       0.1684        181.43        80.30         4.0002        0.7047         207           12901        0.0137        0.5150        0.2221        0.2016        Set4
61526.9142    9599.0180     908.4006      -0.3912       0.8252        0.4074        334.64        65.96         4.7453        0.3613         289           13007        0.0081        0.3938        0.3393        0.1584        Set4
61527.1422    9598.5704     907.6428      -0.2597       -0.9024       0.3437        196.05        69.89         4.0922        0.3128         248           13022        0.0090        0.3245        0.2533        0.1584        Set4
61528.3837    9598.3190     908.0045      -0.4869       0.7961        0.3593        328.55        68.95         5.4540        0.1830         233           13110        0.0049        0.3215        0.3559        0.1728        Set4
61528.9827    9597.9889     907.1706      -0.1420       0.9785        0.1493        351.74        81.41         3.7081        0.2554         1513          13134        0.0229        0.7293        0.5351        0.4464        Set4
61530.4926    9597.4867     906.5878      0.2040        0.7735        0.6001        14.78         53.12         5.5650        0.7748         251           13271        0.0068        0.4738        0.1427        0.1584        Set4
61530.5706    9597.6948     906.8803      0.0704        0.9856        0.1535        4.09          81.17         5.0056        0.2182         312           13291        0.0062        0.4574        0.2495        0.1584        Set4
61531.1922    9598.4077     907.6811      0.0169        -0.9820       0.1881        179.01        79.16         5.0908        0.5540         742           13341        0.0111        0.7907        0.3400        0.3456        Set4
61531.1154    9598.4410     907.8972      0.2405        -0.8860       0.3964        164.81        66.64         3.7056        0.3323         259           13356        0.0128        0.4039        0.2445        0.1584        Set4
61531.4143    9597.0794     906.1869      -0.0178       -0.9952       0.0961        181.03        84.48         4.9461        0.3519         1229          13362        0.0133        0.8227        0.5310        0.4896        Set4
61531.7184    9599.1688     909.2747      -0.0154       -0.7942       0.6075        181.11        52.59         5.4616        0.1496         166           13445        0.0049        0.3626        0.2820        0.1584        Set4
61531.7600    9598.4032     907.6358      0.3929        -0.9149       0.0926        156.76        84.69         4.8697        0.4259         246           13451        0.0077        0.4382        0.2435        0.1584        Set4
61532.5952    9597.0961     906.4360      -0.0301       -0.9995       0.0062        181.73        89.64         4.2099        0.3675         5427          13461        0.0386        1.6800        1.0851        1.6704        Set4
61532.1641    9598.6126     907.9497      -0.1377       -0.9503       0.2791        188.25        73.79         5.7381        2.3513         194           13510        0.0095        0.3870        0.6864        0.2592        Set4
61532.4266    9598.6419     908.2609      -0.4561       0.8022        0.3853        330.38        67.34         7.0356        0.1181         1460          13511        0.0061        1.0670        0.7491        0.8640        Set4
61532.9600    9599.2105     908.7804      0.0394        -0.9168       0.3975        177.54        66.58         4.3812        0.2257         456           13584        0.0120        0.5902        0.3826        0.2880        Set4
61533.3025    9598.5719     907.9194      0.1004        0.9948        0.0167        5.76          89.04         4.3162        0.8644         680           13614        0.0168        0.6601        0.3687        0.3600        Set4
61533.4429    9596.9438     905.8492      -0.0059       -0.9538       0.3002        180.35        72.53         4.2544        0.4647         363           13661        0.0104        0.3875        0.3732        0.1584        Set4
61533.9529    9596.9887     905.8976      -0.0032       -0.9528       0.3035        180.19        72.33         5.3931        0.5827         1293          13664        0.0173        1.4257        0.4860        0.8064        Set4
61533.7865    9599.2523     908.7704      -0.4649       0.8236        0.3249        330.55        71.04         4.9594        0.2317         961           13689        0.0166        0.9105        0.7211        0.7920        Set4
61533.9660    9598.3069     907.4617      -0.2725       -0.9579       0.0902        195.88        84.83         4.4045        0.5078         1131          13726        0.0211        0.8493        0.6128        0.5184        Set4
61533.9714    9597.1980     906.3710      -0.0075       0.9900        0.1408        359.57        81.91         4.2733        0.3958         319           13740        0.0096        0.3314        0.3898        0.1728        Set4
